# {'k0': 0.5, 'sigma0': 188.49555921538757, 'N': 3, 'f_out': 173, 'sigma_out': 125.66370614359172, 'omegap': 1256.6370614359173, 'sigmap': 628.3185307179587}
f,v,u0,u1,u2,uredx,uredp
0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.05050505050505,2.014663156736334e-100,0.041669364267034395,0.04048838034626003,0.03932413201823661,0.025619942930577618,0.004505877557009513
10.1010101010101,6.116141234247776e-78,0.056476640515157314,0.050074046617124536,0.04403437452401149,0.035564386346719164,0.00893117133574642
15.15151515151515,7.813208625225621e-65,0.06443810924462676,0.04800149327568819,0.03366117053817225,0.04232042359518715,0.01562611115631807
20.2020202020202,1.3935648996640126e-55,0.06738012045212509,0.03682536052870454,0.01319841067532685,0.04712092753754574,0.02444117092958877
25.25252525252525,1.8644523111184132e-48,0.06631285666856306,0.019327248150325792,-0.011012663600065623,0.05053937905529252,0.03454817446378558
30.3030303030303,1.1034944870901177e-42,0.06215708363249335,-0.0012620405716627155,-0.03232777012009178,0.05291017357168783,0.044753056117337375
35.35353535353535,7.445295077742759e-38,0.055841569383818436,-0.021708252624341264,-0.04540952632110664,0.05439104369953447,0.0537824889730875
40.4040404040404,1.007570447687828e-33,0.0482656880323956,-0.03928218219834385,-0.0474296554349086,0.054986950325303374,0.06054132167375617
45.454545454545446,3.9375996634749546e-30,0.040233794846063375,-0.05213028882258534,-0.03847499270628373,0.054598040911859276,0.06430163908034219
50.5050505050505,5.699324670534666e-27,0.03239942468029477,-0.05942630931593795,-0.021126809497830974,0.05309469451185527,0.06479585865628709
55.55555555555555,3.6486739681310346e-24,0.02523437303266806,-0.061303257394863,0.0005432521425082971,0.05039919565864031,0.062209153998571
60.6060606060606,1.177829979049887e-21,0.01902554028858568,-0.058621802997143056,0.02217865146374334,0.046548223869023846,0.0570889220650077
65.65656565656565,2.1178184249369936e-19,0.01389503269590579,-0.052658848586278506,0.04017585203203974,0.04171776698050935,0.05020414085733581
70.7070707070707,2.291664780424667e-17,0.009835235369313076,-0.044799386165489584,0.052313345472588674,0.03620610700531868,0.04239223375382968
75.75757575757575,1.5867325895985542e-15,0.006749794236531954,-0.036292970765329814,0.05790397511008425,0.030384372109207462,0.03442601696410781
80.8080808080808,7.386143778341383e-14,0.004492834094900543,-0.02810490333253144,0.05755372737456065,0.024632617139772293,0.026921700687134405
85.85858585858585,2.406883627870994e-12,0.002901293460878162,-0.020862546118807265,0.052695736172987076,0.019280495239731788,0.02029514467289965
90.90909090909089,5.6775828152005e-11,0.001818032240697903,-0.01487647869316714,0.045079657452238,0.014566511070777227,0.01476162847634305
95.95959595959594,9.970777784705404e-10,0.0011056854125175285,-0.01020700473017845,0.03635253388940108,0.010621731233471259,0.010366787904744615
101.010101010101,1.3349386891750533e-08,0.0006527555157692722,-0.006747345559736314,0.027798959488314567,0.00747604808099395,0.007033754188941635
106.06060606060605,1.3904643635088862e-07,0.0003741254864532417,-0.004301965942025699,0.02024453216059781,0.005079972228436689,0.004613050759489609
111.1111111111111,1.1465563534049532e-06,0.00020820080482056744,-0.0026477773134313863,0.014084571853995354,0.0033332213472733914,0.002925768641853222
116.16161616161614,7.59851177055615e-06,0.00011250963601488888,-0.001574324968500416,0.009384028358326264,0.00211249887081937,0.0017951828961293788
121.2121212121212,4.1009247250752756e-05,5.904423258444512e-05,-0.0009048448821498902,0.005998945747911901,0.001293545375145501,0.001065955522724484
126.26262626262626,0.0001823377417909954,3.0093953618124673e-05,-0.0005029786640095529,0.0036852694738596366,0.0007655002426197243,0.0006127142936067577
131.3131313131313,0.0006747504512949459,1.489788508836618e-05,-0.00027053133187746314,0.0021783147330001217,0.0004379373790090402,0.0003410182183976486
136.36363636363635,0.002097056612440147,7.163740624397336e-06,-0.00014084742930116744,0.001240182412401003,0.00024227184927945092,0.00018382201333461584
