# {'k0': 0.5, 'sigma0': 188.49555921538757, 'N': 1, 'omega_out': 1086.9910581420684, 'sigma_out': 125.66370614359172, 'omegap': 1256.6370614359173, 'sigmap': 628.3185307179587}
x,p,wOut,wIn
-2.121212121212121,2.7272727272727266,-0.04329422101304253,0.005792781060546756
-2.121212121212121,2.929292929292929,-0.030888905821964754,0.002533716180112346
-2.121212121212121,3.1313131313131315,-0.020577215703134904,0.001010117158057338
-2.121212121212121,3.333333333333334,-0.012829057140382688,0.00036713872223185443
-2.121212121212121,3.5353535353535346,-0.007499373108052391,0.00012169773871895924
-2.121212121212121,3.737373737373737,-0.004116475147488011,3.680494438563046e-05
-2.121212121212121,3.9393939393939394,-0.0021243969112917536,1.0159998197388318e-05
-2.121212121212121,4.141414141414142,-0.0010318411533694137,2.5611990278389977e-06
-2.121212121212121,4.3434343434343425,-0.0004721184777948489,5.898662726344764e-07
-2.121212121212121,4.545454545454545,-0.0002036543497837834,1.241705305735551e-07
-2.121212121212121,4.747474747474747,-8.2878832532539e-05,2.390153508590565e-08
-2.121212121212121,4.94949494949495,-3.1839757291276947e-05,4.2087654087255944e-09
-2.121212121212121,5.1515151515151505,-1.1553476787875031e-05,6.782279792364377e-10
-2.121212121212121,5.353535353535353,-3.961768032309603e-06,1.0005753505010919e-10
-2.121212121212121,5.555555555555555,-1.2843834340303953e-06,1.351850660254181e-11
-2.121212121212121,5.757575757575758,-3.938289440533346e-07,1.673227530094884e-12
-2.121212121212121,5.9595959595959584,-1.1425893102184301e-07,1.8978521199842937e-13
-2.121212121212121,6.161616161616163,-3.137550920284512e-08,1.9732227842579832e-14
-2.121212121212121,6.363636363636363,-8.157288153741507e-09,1.8811074279173977e-15
-2.121212121212121,6.565656565656564,-2.0085407146804913e-09,1.6446922837477203e-16
-2.121212121212121,6.767676767676768,-4.685015007394651e-10,1.3191437907645785e-17
-2.121212121212121,6.969696969696969,-1.0354849966950418e-10,9.708057732538347e-19
-2.121212121212121,7.171717171717173,-2.1690932031114302e-11,6.556853849815577e-20
-2.121212121212121,7.373737373737374,-4.3073105562881415e-12,4.0650523240842764e-21
-2.121212121212121,7.575757575757574,-8.109858398771115e-13,2.313787860687374e-22
-2.121212121212121,7.777777777777779,-1.4480353238212818e-13,1.2093223732682616e-23
-2.121212121212121,7.979797979797979,-2.4523259054852392e-14,5.804858543112308e-25
-2.121212121212121,8.18181818181818,-3.939851281201305e-15,2.559398078956048e-26
-2.121212121212121,8.383838383838384,-6.005498868936929e-16,1.0366745004558772e-27
-2.121212121212121,8.585858585858585,-8.686541112441054e-17,3.858011107041458e-29
-2.121212121212121,8.787878787878789,-1.1924230108101769e-17,1.319337005382198e-30
-2.121212121212121,8.98989898989899,-1.553649978970889e-18,4.14639646480678e-32
-2.121212121212121,9.19191919191919,-1.9216127909640364e-19,1.1977257967913954e-33
-2.121212121212121,9.393939393939394,-2.2563994676536555e-20,3.1802513944867914e-35
-2.121212121212121,9.595959595959595,-2.515639056837613e-21,7.762943393507873e-37
-2.121212121212121,9.7979797979798,-2.6632086887414485e-22,1.742181522242762e-38
-2.121212121212121,10.0,-2.6774819722471927e-23,3.5950199638424366e-40
-1.9191919191919187,-10.0,-2.9562546092998484e-23,7.940057223116273e-40
-1.9191919191919187,-9.797979797979798,-2.941571300740988e-22,3.8441029627886805e-38
-1.9191919191919187,-9.595959595959595,-2.779656793933017e-21,1.7111237223070758e-36
-1.9191919191919187,-9.393939393939394,-2.4942390879342135e-20,7.002317234695709e-35
-1.9191919191919187,-9.191919191919192,-2.125096674093388e-19,2.634102378741099e-33
-1.9191919191919187,-8.98989898989899,-1.7189734917174887e-18,9.107683696065003e-32
-1.9191919191919187,-8.787878787878787,-1.3199670754759072e-17,2.894134831069001e-30
-1.9191919191919187,-8.585858585858587,-9.620799834191935e-17,8.451098963416361e-29
-1.9191919191919187,-8.383838383838384,-6.655199827802634e-16,2.26744109901237e-27
-1.9191919191919187,-8.181818181818182,-4.368750465142172e-15,5.588927562657252e-26
-1.9191919191919187,-7.979797979797979,-2.7210742774315087e-14,1.2654004285133784e-24
-1.9191919191919187,-7.777777777777778,-1.6078572566733704e-13,2.6312839500884997e-23
-1.9191919191919187,-7.575757575757576,-9.011793157449202e-13,5.02430940102019e-22
-1.9191919191919187,-7.373737373737374,-4.790266459517112e-12,8.808007937034295e-21
-1.9191919191919187,-7.171717171717171,-2.4144373787022245e-11,1.4173922488997143e-19
-1.9191919191919187,-6.96969696969697,-1.1537126173965501e-10,2.093273440452432e-18
-1.9191919191919187,-6.767676767676768,-5.225361754335942e-10,2.8365572930052263e-17
-1.9191919191919187,-6.565656565656566,-2.2427306437207913e-09,3.526030015961051e-16
-1.9191919191919187,-6.363636363636363,-9.119639385647772e-09,4.01976662392027e-15
-1.9191919191919187,-6.161616161616162,-3.5124306922631414e-08,4.2016442044359874e-14
-1.9191919191919187,-5.959595959595959,-1.2809975816248084e-07,4.0254589072756316e-13
-1.9191919191919187,-5.757575757575758,-4.4225257340286067e-07,3.5338924374123413e-12
-1.9191919191919187,-5.555555555555555,-1.4448875249973821e-06,2.841752537283272e-11
-1.9191919191919187,-5.353535353535354,-4.4656754593978136e-06,2.0924516987058172e-10
-1.9191919191919187,-5.151515151515151,-1.305159958183591e-05,1.4102272100973265e-09
-1.9191919191919187,-4.94949494949495,-3.605638594142332e-05,8.695632577929459e-09
-1.9191919191919187,-4.747474747474747,-9.411159170048019e-05,4.903319821741678e-08
-1.9191919191919187,-4.545454545454546,-0.00023196725300711558,2.5271904002534885e-07
-1.9191919191919187,-4.343434343434343,-0.0005396216154762774,1.1898935955290913e-06
-1.9191919191919187,-4.141414141414142,-0.001184021950242653,5.114994822620189e-06
-1.9191919191919187,-3.9393939393939394,-0.002448688417482279,2.0061962332213262e-05
-1.9191919191919187,-3.737373737373738,-0.0047694279075447005,7.174573328410318e-05
-1.9191919191919187,-3.5353535353535355,-0.008741065822144555,0.00023377364286998294
-1.9191919191919187,-3.333333333333333,-0.015058162943937258,0.0006934802832062004
-1.9191919191919187,-3.1313131313131315,-0.024353005829934476,0.0018713567720844075
-1.9191919191919187,-2.929292929292929,-0.03691998550706966,0.004589815211023536
-1.9191919191919187,-2.7272727272727275,-0.0523725709748974,0.010222997955257742
-1.9191919191919187,-2.525252525252525,-0.06935317665528512,0.020660675702409703
-1.9191919191919187,-2.3232323232323235,-0.08546767065527287,0.03785870220350827
-1.9191919191919187,-2.121212121212121,-0.09759374939990863,0.06286111258277717
-1.9191919191919187,-1.9191919191919187,-0.10258742887356605,0.09454891425368313
-1.9191919191919187,-1.717171717171718,-0.0982157398147708,0.12884237452581573
-1.9191919191919187,-1.5151515151515156,-0.08397365778776152,0.1592190985885195
-1.9191919191919187,-1.3131313131313131,-0.06141642472733673,0.17882127967835393
-1.9191919191919187,-1.1111111111111107,-0.033810524741452505,0.18331005024763272
-1.9191919191919187,-0.9090909090909101,-0.005213680781392336,0.1728607704113782
-1.9191919191919187,-0.7070707070707076,0.02062771548350471,0.15209196952138668
-1.9191919191919187,-0.5050505050505052,0.041091874603623145,0.12808618466257898
-1.9191919191919187,-0.30303030303030276,0.054900813857137395,0.10783168465668899
-1.9191919191919187,-0.10101010101010033,0.06176441499340976,0.09642571223079115
-1.9191919191919187,0.10101010101010033,0.06176441499340976,0.09642571223079115
-1.9191919191919187,0.30303030303030276,0.054900813857137395,0.10783168465668899
-1.9191919191919187,0.5050505050505052,0.041091874603623145,0.12808618466257898
-1.9191919191919187,0.7070707070707076,0.02062771548350471,0.15209196952138668
-1.9191919191919187,0.9090909090909083,-0.00521368078139208,0.17286077041137815
-1.9191919191919187,1.1111111111111107,-0.033810524741452505,0.18331005024763272
-1.9191919191919187,1.3131313131313131,-0.06141642472733673,0.17882127967835393
-1.9191919191919187,1.5151515151515156,-0.08397365778776152,0.1592190985885195
-1.9191919191919187,1.7171717171717162,-0.09821573981477068,0.1288423745258161
-1.9191919191919187,1.9191919191919187,-0.10258742887356605,0.09454891425368313
-1.9191919191919187,2.121212121212121,-0.09759374939990863,0.06286111258277717
-1.9191919191919187,2.3232323232323235,-0.08546767065527287,0.03785870220350827
-1.9191919191919187,2.525252525252524,-0.06935317665528522,0.020660675702409776
-1.9191919191919187,2.7272727272727266,-0.05237257097489754,0.010222997955257768
-1.9191919191919187,2.929292929292929,-0.03691998550706966,0.004589815211023536
-1.9191919191919187,3.1313131313131315,-0.024353005829934476,0.0018713567720844075
-1.9191919191919187,3.333333333333334,-0.01505816294393724,0.0006934802832061974
-1.9191919191919187,3.5353535353535346,-0.008741065822144588,0.00023377364286998348
-1.9191919191919187,3.737373737373737,-0.004769427907544717,7.174573328410336e-05
-1.9191919191919187,3.9393939393939394,-0.002448688417482279,2.0061962332213262e-05
-1.9191919191919187,4.141414141414142,-0.001184021950242653,5.114994822620189e-06
-1.9191919191919187,4.3434343434343425,-0.0005396216154762795,1.1898935955290985e-06
-1.9191919191919187,4.545454545454545,-0.0002319672530071168,2.5271904002535023e-07
-1.9191919191919187,4.747474747474747,-9.411159170048019e-05,4.903319821741678e-08
-1.9191919191919187,4.94949494949495,-3.605638594142332e-05,8.695632577929459e-09
-1.9191919191919187,5.1515151515151505,-1.3051599581835945e-05,1.4102272100973449e-09
-1.9191919191919187,5.353535353535353,-4.465675459397841e-06,2.0924516987058293e-10
-1.9191919191919187,5.555555555555555,-1.4448875249973821e-06,2.841752537283272e-11
-1.9191919191919187,5.757575757575758,-4.4225257340286067e-07,3.5338924374123413e-12
-1.9191919191919187,5.9595959595959584,-1.2809975816248168e-07,4.0254589072756594e-13
-1.9191919191919187,6.161616161616163,-3.5124306922631414e-08,4.2016442044359344e-14
-1.9191919191919187,6.363636363636363,-9.119639385647772e-09,4.01976662392027e-15
-1.9191919191919187,6.565656565656564,-2.2427306437208277e-09,3.526030015961122e-16
-1.9191919191919187,6.767676767676768,-5.225361754335942e-10,2.8365572930052263e-17
-1.9191919191919187,6.969696969696969,-1.1537126173965652e-10,2.09327344045246e-18
-1.9191919191919187,7.171717171717173,-2.414437378702177e-11,1.4173922488996765e-19
-1.9191919191919187,7.373737373737374,-4.790266459517112e-12,8.808007937034295e-21
-1.9191919191919187,7.575757575757574,-9.011793157449324e-13,5.024309401020326e-22
-1.9191919191919187,7.777777777777779,-1.6078572566733704e-13,2.6312839500884645e-23
-1.9191919191919187,7.979797979797979,-2.7210742774315087e-14,1.2654004285133784e-24
-1.9191919191919187,8.18181818181818,-4.368750465142289e-15,5.588927562657403e-26
-1.9191919191919187,8.383838383838384,-6.655199827802634e-16,2.26744109901237e-27
-1.9191919191919187,8.585858585858585,-9.620799834192186e-17,8.451098963416589e-29
-1.9191919191919187,8.787878787878789,-1.3199670754758807e-17,2.894134831068883e-30
-1.9191919191919187,8.98989898989899,-1.7189734917174887e-18,9.107683696065003e-32
-1.9191919191919187,9.19191919191919,-2.1250966740934166e-19,2.6341023787411723e-33
-1.9191919191919187,9.393939393939394,-2.4942390879342135e-20,7.002317234695709e-35
-1.9191919191919187,9.595959595959595,-2.779656793933017e-21,1.7111237223070758e-36
-1.9191919191919187,9.7979797979798,-2.94157130074095e-22,3.8441029627885756e-38
-1.9191919191919187,10.0,-2.9562546092998484e-23,7.940057223116273e-40
-1.717171717171718,-10.0,-3.2318075571997754e-23,1.61980468236959e-39
-1.717171717171718,-9.797979797979798,-3.216808543856446e-22,7.835188938120213e-38
-1.717171717171718,-9.595959595959595,-3.040800231077708e-21,3.4843950344222366e-36
-1.717171717171718,-9.393939393939394,-2.7295753905236865e-20,1.4244700461990803e-34
-1.717171717171718,-9.191919191919192,-2.326516942941532e-19,5.352806918461105e-33
-1.717171717171718,-8.98989898989899,-1.882687834036032e-18,1.848687933547146e-31
-1.717171717171718,-8.787878787878787,-1.4463250635804937e-17,5.8674280074672555e-30
-1.717171717171718,-8.585858585858587,-1.0546802688286789e-16,1.7111145402275276e-28
-1.717171717171718,-8.383838383838384,-7.299480100677052e-16,4.584573285672597e-27
-1.717171717171718,-8.181818181818182,-4.7942972856699e-15,1.1283522519546244e-25
-1.717171717171718,-7.979797979797979,-2.9878736154488016e-14,2.550642110941396e-24
-1.717171717171718,-7.777777777777778,-1.7666166803411055e-13,5.294705235079167e-23
-1.717171717171718,-7.575757575757576,-9.90831649319949e-13,1.00912443825035e-21
-1.717171717171718,-7.373737373737374,-5.27066121487156e-12,1.7655333649337848e-20
-1.717171717171718,-7.171717171717171,-2.6586644959317174e-11,2.8349591317623096e-19
-1.717171717171718,-6.96969696969697,-1.271497574094545e-10,4.176975519303243e-18
-1.717171717171718,-6.767676767676768,-5.764157561363476e-10,5.645707733164196e-17
-1.717171717171718,-6.565656565656566,-2.4764699302040685e-09,6.9985002589204e-16
-1.717171717171718,-6.363636363636363,-1.0081126331791959e-08,7.95428838547067e-15
-1.717171717171718,-6.161616161616162,-3.8873919715536024e-08,8.286610177461103e-14
-1.717171717171718,-5.959595959595959,-1.4196041728044497e-07,7.910244276662859e-13
-1.717171717171718,-5.757575757575758,-4.90809870667266e-07,6.916492459186466e-12
-1.717171717171718,-5.555555555555555,-1.6060679940963465e-06,5.537280748970317e-11
-1.717171717171718,-5.353535353535354,-4.972510764609235e-06,4.057305593662945e-10
-1.717171717171718,-5.151515151515151,-1.4561060673226166e-05,2.719617198751191e-09
-1.717171717171718,-4.94949494949495,-4.031311719408014e-05,1.6668070091534073e-08
-1.717171717171718,-4.747474747474747,-0.00010547536710056413,9.335265988448818e-08
-1.717171717171718,-4.545454545454546,-0.00026067822569235594,4.7748878159169e-07
-1.717171717171718,-4.343434343434343,-0.0006082545123657065,2.228935992513673e-06
-1.717171717171718,-4.141414141414142,-0.001339206825743525,9.488566388442328e-06
-1.717171717171718,-3.9393939393939394,-0.00278047997368825,3.680494438563024e-05
-1.717171717171718,-3.737373737373738,-0.005439989495114784,0.00012995903642981088
-1.717171717171718,-3.5353535353535355,-0.010021684095434637,0.0004172976364664378
-1.717171717171718,-3.333333333333333,-0.017368363883565274,0.0012170654781024583
-1.717171717171718,-3.1313131313131315,-0.028288148292918407,0.0032198568428608975
-1.717171717171718,-2.929292929292929,-0.043246617295543785,0.007715533547682561
-1.717171717171718,-2.7272727272727275,-0.06196866519007921,0.01671734314147535
-1.717171717171718,-2.525252525252525,-0.08307843406827192,0.03268893056878057
-1.717171717171718,-2.3232323232323235,-0.10397006940098272,0.05755671156818067
-1.717171717171718,-2.121212121212121,-0.12108873144468124,0.09101456178709066
-1.717171717171718,-1.9191919191919187,-0.130673973809996,0.1288423745258157
-1.717171717171718,-1.717171717171718,-0.12980325535005727,0.16261720296761137
-1.717171717171718,-1.5151515151515156,-0.11737344917863801,0.18195896387412214
-1.717171717171718,-1.3131313131313131,-0.09460299384294282,0.17890884149912498
-1.717171717171718,-1.1111111111111107,-0.06479865400948216,0.1520919695213867
-1.717171717171718,-0.9090909090909101,-0.03245353826798328,0.10783168465668971
-1.717171717171718,-0.7070707070707076,-0.0020572692717254217,0.057302735640970326
-1.717171717171718,-0.5050505050505052,0.02287883354238023,0.01170603942243832
-1.717171717171718,-0.30303030303030276,0.040224677385687815,-0.02131996114895314
-1.717171717171718,-0.10101010101010033,0.049033685993629623,-0.03829540395509368
-1.717171717171718,0.10101010101010033,0.049033685993629623,-0.03829540395509368
-1.717171717171718,0.30303030303030276,0.040224677385687815,-0.02131996114895314
-1.717171717171718,0.5050505050505052,0.02287883354238023,0.01170603942243832
-1.717171717171718,0.7070707070707076,-0.0020572692717254217,0.057302735640970326
-1.717171717171718,0.9090909090909083,-0.032453538267982994,0.1078316846566893
-1.717171717171718,1.1111111111111107,-0.06479865400948216,0.1520919695213867
-1.717171717171718,1.3131313131313131,-0.09460299384294282,0.17890884149912498
-1.717171717171718,1.5151515151515156,-0.11737344917863801,0.18195896387412214
-1.717171717171718,1.7171717171717162,-0.12980325535005713,0.16261720296761153
-1.717171717171718,1.9191919191919187,-0.130673973809996,0.1288423745258157
-1.717171717171718,2.121212121212121,-0.12108873144468124,0.09101456178709066
-1.717171717171718,2.3232323232323235,-0.10397006940098272,0.05755671156818067
-1.717171717171718,2.525252525252524,-0.08307843406827205,0.03268893056878067
-1.717171717171718,2.7272727272727266,-0.06196866519007939,0.016717343141475414
-1.717171717171718,2.929292929292929,-0.043246617295543785,0.007715533547682561
-1.717171717171718,3.1313131313131315,-0.028288148292918407,0.0032198568428608975
-1.717171717171718,3.333333333333334,-0.017368363883565253,0.0012170654781024554
-1.717171717171718,3.5353535353535346,-0.010021684095434672,0.0004172976364664388
-1.717171717171718,3.737373737373737,-0.005439989495114804,0.0001299590364298112
-1.717171717171718,3.9393939393939394,-0.00278047997368825,3.680494438563024e-05
-1.717171717171718,4.141414141414142,-0.001339206825743525,9.488566388442328e-06
-1.717171717171718,4.3434343434343425,-0.000608254512365709,2.2289359925136866e-06
-1.717171717171718,4.545454545454545,-0.00026067822569235725,4.774887815916945e-07
-1.717171717171718,4.747474747474747,-0.00010547536710056413,9.335265988448818e-08
-1.717171717171718,4.94949494949495,-4.031311719408014e-05,1.6668070091534073e-08
-1.717171717171718,5.1515151515151505,-1.4561060673226207e-05,2.7196171987512167e-09
-1.717171717171718,5.353535353535353,-4.972510764609264e-06,4.0573055936629845e-10
-1.717171717171718,5.555555555555555,-1.6060679940963465e-06,5.537280748970317e-11
-1.717171717171718,5.757575757575758,-4.90809870667266e-07,6.916492459186466e-12
-1.717171717171718,5.9595959595959584,-1.419604172804459e-07,7.910244276662911e-13
-1.717171717171718,6.161616161616163,-3.8873919715536024e-08,8.286610177460994e-14
-1.717171717171718,6.363636363636363,-1.0081126331791959e-08,7.95428838547067e-15
-1.717171717171718,6.565656565656564,-2.476469930204108e-09,6.998500258920541e-16
-1.717171717171718,6.767676767676768,-5.764157561363476e-10,5.645707733164196e-17
-1.717171717171718,6.969696969696969,-1.2714975740945616e-10,4.176975519303298e-18
-1.717171717171718,7.171717171717173,-2.658664495931665e-11,2.8349591317622345e-19
-1.717171717171718,7.373737373737374,-5.27066121487156e-12,1.7655333649337848e-20
-1.717171717171718,7.575757575757574,-9.908316493199625e-13,1.009124438250377e-21
-1.717171717171718,7.777777777777779,-1.7666166803411055e-13,5.294705235079095e-23
-1.717171717171718,7.979797979797979,-2.9878736154488016e-14,2.550642110941396e-24
-1.717171717171718,8.18181818181818,-4.794297285670028e-15,1.128352251954655e-25
-1.717171717171718,8.383838383838384,-7.299480100677052e-16,4.584573285672597e-27
-1.717171717171718,8.585858585858585,-1.0546802688287065e-16,1.7111145402275737e-28
-1.717171717171718,8.787878787878789,-1.4463250635804645e-17,5.8674280074670166e-30
-1.717171717171718,8.98989898989899,-1.882687834036032e-18,1.848687933547146e-31
-1.717171717171718,9.19191919191919,-2.3265169429415633e-19,5.3528069184612535e-33
-1.717171717171718,9.393939393939394,-2.7295753905236865e-20,1.4244700461990803e-34
-1.717171717171718,9.595959595959595,-3.040800231077708e-21,3.4843950344222366e-36
-1.717171717171718,9.7979797979798,-3.2168085438564042e-22,7.835188938119997e-38
-1.717171717171718,10.0,-3.2318075571997754e-23,1.61980468236959e-39
-1.5151515151515156,-10.0,-3.498168763421871e-23,3.052389725316029e-39
-1.5151515151515156,-9.797979797979798,-3.4829416659467814e-22,1.4752994276890669e-37
-1.5151515151515156,-9.595959595959595,-3.293383195049654e-21,6.555256177459633e-36
-1.5151515151515156,-9.393939393939394,-2.957271204624586e-20,2.6774633971127384e-34
-1.5151515151515156,-9.191919191919192,-2.5214650774769176e-19,1.0051573113859726e-32
-1.5151515151515156,-8.98989898989899,-2.0411996874996926e-18,3.467929912586567e-31
-1.5151515151515156,-8.787878787878787,-1.568715338219316e-17,1.099456842100637e-29
-1.5151515151515156,-8.585858585858587,-1.1444100615877436e-16,3.2025788617444925e-28
-1.5151515151515156,-8.383838383838384,-7.924064589227008e-16,8.569854515130169e-27
-1.5151515151515156,-8.181818181818182,-5.207029787164733e-15,2.1063614061251422e-25
-1.5151515151515156,-7.979797979797979,-3.246769490585571e-14,4.754526215498473e-24
-1.5151515151515156,-7.777777777777778,-1.9207563288842392e-13,9.854177824127323e-23
-1.5151515151515156,-7.575757575757576,-1.077925555637674e-12,1.8749533453551987e-21
-1.5151515151515156,-7.373737373737374,-5.737636853992149e-12,3.274381356568075e-20
-1.5151515151515156,-7.171717171717171,-2.8962281201153472e-11,5.247368730423242e-19
-1.5151515151515156,-6.96969696969697,-1.3861513382138687e-10,7.71479696257501e-18
-1.5151515151515156,-6.767676767676768,-6.289037262812024e-10,1.0403188678853045e-16
-1.5151515151515156,-6.565656565656566,-2.7043632636650367e-09,1.2863122118219137e-15
-1.5151515151515156,-6.363636363636363,-1.1019417984642085e-08,1.4579158123267266e-14
-1.5151515151515156,-6.161616161616162,-4.2536684430707986e-08,1.514191662530421e-13
-1.5151515151515156,-5.959595959595959,-1.5551456001031286e-07,1.4405699757851196e-12
-1.5151515151515156,-5.757575757575758,-5.383488762921019e-07,1.2549330154642269e-11
-1.5151515151515156,-5.555555555555555,-1.764069904969384e-06,1.0005753505010854e-10
-1.5151515151515156,-5.353535353535354,-5.470046073902934e-06,7.298153383066921e-10
-1.5151515151515156,-5.151515151515151,-1.604510097871535e-05,4.8671942753271526e-09
-1.5151515151515156,-4.94949494949495,-4.4505242768501674e-05,2.9661280854729545e-08
-1.5151515151515156,-4.747474747474747,-0.0001166875933610565,1.6506697709034316e-07
-1.5151515151515156,-4.545454545454546,-0.0002890650082621442,8.382411274013718e-07
-1.5151515151515156,-4.343434343434343,-0.000676268873388827,3.881108055839859e-06
-1.5151515151515156,-4.141414141414142,-0.0014933890590112476,1.636866195696055e-05
-1.5151515151515156,-3.9393939393939394,-0.0031110796342644852,6.281717846727319e-05
-1.5151515151515156,-3.737373737373738,-0.006110315871444395,0.00021908975803885576
-1.5151515151515156,-3.5353535353535355,-0.011306569783533879,0.0006934802832061973
-1.5151515151515156,-3.333333333333333,-0.019695990242312892,0.001988865363020784
-1.5151515151515156,-3.1313131313131315,-0.03227204559429445,0.005158251060557183
-1.5151515151515156,-2.929292929292929,-0.04968720823862546,0.012070704577243779
-1.5151515151515156,-2.7272727272727275,-0.07180077299265775,0.025415123411066075
-1.5151515151515156,-2.525252525252525,-0.09724810856460164,0.047982996062591904
-1.5151515151515156,-2.3232323232323235,-0.12324397559455845,0.08087283061504032
-1.5151515151515156,-2.121212121212121,-0.14582916357772618,0.12096706374468809
-1.5151515151515156,-1.9191919191919187,-0.16064145249069922,0.1592190985885195
-1.5151515151515156,-1.717171717171718,-0.16406104303762842,0.18195896387412214
-1.5151515151515156,-1.5151515151515156,-0.1543518508741401,0.17621954225595624
-1.5151515151515156,-1.3131313131313131,-0.1323359112640384,0.1369301803088433
-1.5151515151515156,-1.1111111111111107,-0.10128623828380474,0.07113125122213032
-1.5151515151515156,-0.9090909090909101,-0.06605827343233416,-0.00461068501766961
-1.5151515151515156,-0.7070707070707076,-0.031827743917508984,-0.07244194643481101
-1.5151515151515156,-0.5050505050505052,-0.0029628793323740014,-0.12134467933467184
-1.5151515151515156,-0.30303030303030276,0.017563272305446357,-0.14971744119415756
-1.5151515151515156,-0.10101010101010033,0.028142742146613053,-0.16181842736842914
-1.5151515151515156,0.10101010101010033,0.028142742146613053,-0.16181842736842914
-1.5151515151515156,0.30303030303030276,0.017563272305446357,-0.14971744119415756
-1.5151515151515156,0.5050505050505052,-0.0029628793323740014,-0.12134467933467184
-1.5151515151515156,0.7070707070707076,-0.031827743917508984,-0.07244194643481101
-1.5151515151515156,0.9090909090909083,-0.06605827343233382,-0.004610685017670256
-1.5151515151515156,1.1111111111111107,-0.10128623828380474,0.07113125122213032
-1.5151515151515156,1.3131313131313131,-0.1323359112640384,0.1369301803088433
-1.5151515151515156,1.5151515151515156,-0.1543518508741401,0.17621954225595624
-1.5151515151515156,1.7171717171717162,-0.16406104303762836,0.1819589638741224
-1.5151515151515156,1.9191919191919187,-0.16064145249069922,0.1592190985885195
-1.5151515151515156,2.121212121212121,-0.14582916357772618,0.12096706374468809
-1.5151515151515156,2.3232323232323235,-0.12324397559455845,0.08087283061504032
-1.5151515151515156,2.525252525252524,-0.09724810856460177,0.04798299606259204
-1.5151515151515156,2.7272727272727266,-0.07180077299265793,0.025415123411066127
-1.5151515151515156,2.929292929292929,-0.04968720823862546,0.012070704577243779
-1.5151515151515156,3.1313131313131315,-0.03227204559429445,0.005158251060557183
-1.5151515151515156,3.333333333333334,-0.019695990242312868,0.0019888653630207756
-1.5151515151515156,3.5353535353535346,-0.01130656978353392,0.0006934802832062004
-1.5151515151515156,3.737373737373737,-0.0061103158714444165,0.0002190897580388571
-1.5151515151515156,3.9393939393939394,-0.0031110796342644852,6.281717846727319e-05
-1.5151515151515156,4.141414141414142,-0.0014933890590112476,1.636866195696055e-05
-1.5151515151515156,4.3434343434343425,-0.0006762688733888297,3.881108055839882e-06
-1.5151515151515156,4.545454545454545,-0.00028906500826214566,8.382411274013826e-07
-1.5151515151515156,4.747474747474747,-0.0001166875933610565,1.6506697709034316e-07
-1.5151515151515156,4.94949494949495,-4.4505242768501674e-05,2.9661280854729545e-08
-1.5151515151515156,5.1515151515151505,-1.604510097871539e-05,4.867194275327181e-09
-1.5151515151515156,5.353535353535353,-5.470046073902965e-06,7.298153383067016e-10
-1.5151515151515156,5.555555555555555,-1.764069904969384e-06,1.0005753505010854e-10
-1.5151515151515156,5.757575757575758,-5.383488762921019e-07,1.2549330154642269e-11
-1.5151515151515156,5.9595959595959584,-1.5551456001031386e-07,1.440569975785129e-12
-1.5151515151515156,6.161616161616163,-4.2536684430707986e-08,1.5141916625304013e-13
-1.5151515151515156,6.363636363636363,-1.1019417984642085e-08,1.4579158123267266e-14
-1.5151515151515156,6.565656565656564,-2.7043632636650805e-09,1.2863122118219395e-15
-1.5151515151515156,6.767676767676768,-6.289037262812024e-10,1.0403188678853045e-16
-1.5151515151515156,6.969696969696969,-1.386151338213887e-10,7.714796962575114e-18
-1.5151515151515156,7.171717171717173,-2.8962281201152904e-11,5.247368730423102e-19
-1.5151515151515156,7.373737373737374,-5.737636853992149e-12,3.274381356568075e-20
-1.5151515151515156,7.575757575757574,-1.0779255556376887e-12,1.874953345355249e-21
-1.5151515151515156,7.777777777777779,-1.9207563288842392e-13,9.85417782412719e-23
-1.5151515151515156,7.979797979797979,-3.246769490585571e-14,4.754526215498473e-24
-1.5151515151515156,8.18181818181818,-5.207029787164872e-15,2.1063614061252e-25
-1.5151515151515156,8.383838383838384,-7.924064589227008e-16,8.569854515130169e-27
-1.5151515151515156,8.585858585858585,-1.1444100615877737e-16,3.2025788617445786e-28
-1.5151515151515156,8.787878787878789,-1.5687153382192842e-17,1.0994568421005923e-29
-1.5151515151515156,8.98989898989899,-2.0411996874996926e-18,3.467929912586567e-31
-1.5151515151515156,9.19191919191919,-2.521465077476951e-19,1.0051573113860003e-32
-1.5151515151515156,9.393939393939394,-2.957271204624586e-20,2.6774633971127384e-34
-1.5151515151515156,9.595959595959595,-3.293383195049654e-21,6.555256177459633e-36
-1.5151515151515156,9.7979797979798,-3.4829416659467363e-22,1.475299427689026e-37
-1.5151515151515156,10.0,-3.498168763421871e-23,3.052389725316029e-39
-1.3131313131313131,-10.0,-3.7491298217677955e-23,5.3134340775546124e-39
-1.3131313131313131,-9.797979797979798,-3.7337516275661956e-22,2.566305768936559e-37
-1.3131313131313131,-9.595959595959595,-3.531487290375767e-21,1.1394396763874413e-35
-1.3131313131313131,-9.393939393939394,-3.1719760216279514e-20,4.650262907141793e-34
-1.3131313131313131,-9.191919191919192,-2.7053462593505567e-19,1.7442843469520742e-32
-1.3131313131313131,-8.98989898989899,-2.19076109688802e-18,6.012536932872153e-31
