# {'k0': 0.5, 'sigma0': 188.49555921538757, 'N': 1, 'omega_out': 1086.9910581420684, 'sigma_out': 125.66370614359172, 'omegap': 1256.6370614359173, 'sigmap': 628.3185307179587}
x,p,wOut,wIn
-8.787878787878787,-9.595959595959595,-2.9439406594813694e-25,1.1096855962386126e-67
-8.787878787878787,-9.393939393939394,-2.505247210988396e-24,4.799208243668413e-66
-8.787878787878787,-9.191919191919192,-2.0152753522864788e-23,1.9126730053204054e-64
-8.787878787878787,-8.98989898989899,-1.531427713297429e-22,7.024680200142665e-63
-8.787878787878787,-8.787878787878787,-1.0985214912213146e-21,2.377613726418448e-61
-8.787878787878787,-8.585858585858587,-7.431694138537024e-21,7.416520998423853e-60
-8.787878787878787,-8.383838383838384,-4.7367906739880676e-20,2.1321597561820125e-58
-8.787878787878787,-8.181818181818182,-2.8409458363071763e-19,5.649595951290749e-57
-8.787878787878787,-7.979797979797979,-1.6009644328268736e-18,1.3797866727715627e-55
-8.787878787878787,-7.777777777777778,-8.461716440953922e-18,3.1061573774363496e-54
-8.787878787878787,-7.575757575757576,-4.1853068001676543e-17,6.445747415385174e-53
-8.787878787878787,-7.373737373737374,-1.9318516275103797e-16,1.2330598556006672e-51
-8.787878787878787,-7.171717171717171,-8.291620192637627e-16,2.174604228194218e-50
-8.787878787878787,-6.96969696969697,-3.2936236215927368e-15,3.5357951167709e-49
-8.787878787878787,-6.767676767676768,-1.2030866596992531e-14,5.300683120349522e-48
-8.787878787878787,-6.565656565656566,-4.004880031772149e-14,7.327285227830783e-47
-8.787878787878787,-6.363636363636363,-1.1987958403331514e-13,9.340089175303262e-46
-8.787878787878787,-6.161616161616162,-3.159007120251739e-13,1.0979620998132002e-44
-8.787878787878787,-5.959595959595959,-7.060724241507547e-13,1.1903793395746623e-43
-8.787878787878787,-5.757575757575758,-1.2396918925123692e-12,1.190364564512627e-42
-8.787878787878787,-5.555555555555555,-1.3733438656620295e-12,1.0980133076598876e-41
-8.787878787878787,-5.353535353535354,4.1660157994396184e-14,9.343426448578661e-41
-8.787878787878787,-5.151515151515151,1.6710923092031368e-12,7.335253388294523e-40
-8.787878787878787,-4.94949494949495,-1.3909773065376761e-11,5.3134340775546835e-39
-8.787878787878787,-4.747474747474747,-9.942821146913516e-11,3.5516395224299433e-38
-8.787878787878787,-4.545454545454546,-2.2372395054298945e-10,2.1908835136427783e-37
-8.787878787878787,-4.343434343434343,8.301459383224148e-10,1.2473578063713846e-36
-8.787878787878787,-4.141414141414142,1.0996338894099767e-08,6.55525617745963e-36
-8.787878787878787,-3.9393939393939394,6.623444933680236e-08,3.180251394486879e-35
-8.787878787878787,-3.737373737373738,2.992341020695469e-07,1.4244700461991192e-34
-8.787878787878787,-3.5353535353535355,1.131476161360743e-06,5.891319840832344e-34
-8.787878787878787,-3.333333333333333,3.7463904851166986e-06,2.2500220868479507e-33
-8.787878787878787,-3.1313131313131315,1.112345844806226e-05,7.936394687979264e-33
-8.787878787878787,-2.929292929292929,3.0042425663628997e-05,2.5856459348671034e-32
-8.787878787878787,-2.7272727272727275,7.450076273986647e-05,7.781629056709939e-32
-8.787878787878787,-2.525252525252525,0.0001707389460541813,2.1635803824409966e-31
-8.787878787878787,-2.3232323232323235,0.00036331647974313045,5.55802684378898e-31
-8.787878787878787,-2.121212121212121,0.0007203347629365193,1.3193370053822515e-30
-8.787878787878787,-1.9191919191919187,0.001334248517712907,2.894134831069001e-30
-8.787878787878787,-1.717171717171718,0.0023136047777294745,5.867428007467256e-30
-8.787878787878787,-1.5151515151515156,0.003761801157448365,1.099456842100637e-29
-8.787878787878787,-1.3131313131313131,0.00574266187738906,1.90433097956815e-29
-8.787878787878787,-1.1111111111111107,0.008239141411315204,3.0490857068000235e-29
-8.787878787878787,-0.9090909090909101,0.011118572671682871,4.513207760356007e-29
-8.787878787878787,-0.7070707070707076,0.014121610985030612,6.176055892935019e-29
-8.787878787878787,-0.5050505050505052,0.01688852135447416,7.813847821283834e-29
-8.787878787878787,-0.30303030303030276,0.019024699628440226,9.140288796055288e-29
-8.787878787878787,-0.10101010101010033,0.020190990114969144,9.885647880786452e-29
-8.787878787878787,0.10101010101010033,0.020190990114969144,9.885647880786452e-29
-8.787878787878787,0.30303030303030276,0.019024699628440226,9.140288796055288e-29
-8.787878787878787,0.5050505050505052,0.01688852135447416,7.813847821283834e-29
-8.787878787878787,0.7070707070707076,0.014121610985030612,6.176055892935019e-29
-8.787878787878787,0.9090909090909083,0.011118572671682913,4.513207760356006e-29
-8.787878787878787,1.1111111111111107,0.008239141411315204,3.0490857068000235e-29
-8.787878787878787,1.3131313131313131,0.00574266187738906,1.90433097956815e-29
-8.787878787878787,1.5151515151515156,0.003761801157448365,1.099456842100637e-29
-8.787878787878787,1.7171717171717162,0.0023136047777294845,5.8674280074673375e-30
-8.787878787878787,1.9191919191919187,0.001334248517712907,2.894134831069001e-30
-8.787878787878787,2.121212121212121,0.0007203347629365193,1.3193370053822515e-30
-8.787878787878787,2.3232323232323235,0.00036331647974313045,5.55802684378898e-31
-8.787878787878787,2.525252525252524,0.00017073894605418172,2.1635803824409966e-31
-8.787878787878787,2.7272727272727266,7.450076273986693e-05,7.781629056709939e-32
-8.787878787878787,2.929292929292929,3.0042425663628997e-05,2.5856459348671034e-32
-8.787878787878787,3.1313131313131315,1.112345844806226e-05,7.936394687979264e-33
-8.787878787878787,3.333333333333334,3.746390485116696e-06,2.250022086847951e-33
-8.787878787878787,3.5353535353535346,1.1314761613607563e-06,5.891319840832344e-34
-8.787878787878787,3.737373737373737,2.992341020695479e-07,1.424470046199119e-34
-8.787878787878787,3.9393939393939394,6.623444933680236e-08,3.180251394486879e-35
-8.787878787878787,4.141414141414142,1.0996338894099767e-08,6.55525617745963e-36
-8.787878787878787,4.3434343434343425,8.301459383224177e-10,1.2473578063713841e-36
-8.787878787878787,4.545454545454545,-2.2372395054299103e-10,2.1908835136428088e-37
-8.787878787878787,4.747474747474747,-9.942821146913516e-11,3.5516395224299433e-38
-8.787878787878787,4.94949494949495,-1.3909773065376761e-11,5.3134340775546835e-39
-8.787878787878787,5.1515151515151505,1.6710923092074411e-12,7.335253388294623e-40
-8.787878787878787,5.353535353535353,4.1660157994396487e-14,9.34342644857866e-41
-8.787878787878787,5.555555555555555,-1.3733438656620295e-12,1.0980133076598876e-41
-8.787878787878787,5.757575757575758,-1.2396918925123692e-12,1.190364564512627e-42
-8.787878787878787,5.9595959595959584,-7.060724241507408e-13,1.190379339574662e-43
-8.787878787878787,6.161616161616163,-3.159007120251739e-13,1.0979620998131696e-44
-8.787878787878787,6.363636363636363,-1.1987958403331514e-13,9.340089175303262e-46
-8.787878787878787,6.565656565656564,-4.004880031772235e-14,7.3272852278308855e-47
-8.787878787878787,6.767676767676768,-1.2030866596992531e-14,5.300683120349522e-48
-8.787878787878787,6.969696969696969,-3.293623621592779e-15,3.535795116770898e-49
-8.787878787878787,7.171717171717173,-8.291620192637474e-16,2.174604228194096e-50
-8.787878787878787,7.373737373737374,-1.9318516275103797e-16,1.2330598556006672e-51
-8.787878787878787,7.575757575757574,-4.1853068001677073e-17,6.445747415385354e-53
-8.787878787878787,7.777777777777779,-8.461716440953922e-18,3.1061573774362626e-54
-8.787878787878787,7.979797979797979,-1.6009644328268736e-18,1.3797866727715627e-55
-8.787878787878787,8.18181818181818,-2.8409458363072475e-19,5.649595951291067e-57
-8.787878787878787,8.383838383838384,-4.7367906739880676e-20,2.1321597561820125e-58
-8.787878787878787,8.585858585858585,-7.43169413853721e-21,7.416520998424059e-60
-8.787878787878787,8.787878787878789,-1.098521491221293e-21,2.377613726418383e-61
-8.787878787878787,8.98989898989899,-1.531427713297429e-22,7.024680200142665e-63
-8.787878787878787,9.19191919191919,-2.0152753522865052e-23,1.9126730053204587e-64
-8.787878787878787,9.393939393939394,-2.505247210988396e-24,4.799208243668413e-66
-8.787878787878787,9.595959595959595,-2.9439406594813694e-25,1.1096855962386126e-67
-8.787878787878787,9.7979797979798,-3.272029014728357e-26,2.36439231814097e-69
-8.787878787878787,10.0,-3.441373068960087e-27,4.642127064450748e-71
-8.585858585858587,-10.0,-5.342560983721549e-27,1.4612891179034968e-69
-8.585858585858587,-9.797979797979798,-5.094671547087133e-26,7.432244519232512e-68
-8.585858585858587,-9.595959595959595,-4.5986522793842965e-25,3.4830959919916637e-66
-8.585858585858587,-9.393939393939394,-3.927288607750949e-24,1.5041239777459246e-64
-8.585858585858587,-9.191919191919192,-3.171582112983953e-23,5.985309619536795e-63
-8.585858585858587,-8.98989898989899,-2.4205864491097397e-22,2.194762110527965e-61
-8.585858585858587,-8.787878787878787,-1.7447300682298496e-21,7.416520998423853e-60
-8.585858585858587,-8.585858585858587,-1.1867325684826045e-20,2.3096179916035853e-58
-8.585858585858587,-8.383838383838384,-7.610092110049673e-20,6.628627137038622e-57
-8.585858585858587,-8.181818181818182,-4.595810066215993e-19,1.7533480280274982e-55
-8.585858585858587,-7.979797979797979,-2.6103585794544985e-18,4.274572046329858e-54
-8.585858585858587,-7.777777777777778,-1.3922505649834566e-17,9.605441662923642e-53
-8.585858585858587,-7.575757575757576,-6.959429490198162e-17,1.9895911125430964e-51
-8.585858585858587,-7.373737373737374,-3.2525563140526773e-16,3.798876616290591e-50
-8.585858585858587,-7.171717171717171,-1.4169327310246862e-15,6.6867638002105255e-49
-8.585858585858587,-6.96969696969697,-5.731077942370597e-15,1.085106465810226e-47
-8.585858585858587,-6.767676767676768,-2.140978731239904e-14,1.6234990426125622e-46
-8.585858585858587,-6.565656565656566,-7.334207584127511e-14,2.239672045843218e-45
-8.585858585858587,-6.363636363636363,-2.2802408599590293e-13,2.849053476224182e-44
-8.585858585858587,-6.161616161616162,-6.334405259934458e-13,3.342206896214129e-43
-8.585858585858587,-5.959595959595959,-1.5324885911056125e-12,3.6159059291281445e-42
-8.585858585858587,-5.757575757575758,-3.079717020597559e-12,3.608180137651474e-41
-8.585858585858587,-5.555555555555555,-4.6188746786852915e-12,3.3211198635543512e-40
-8.585858585858587,-5.353535353535354,-3.498371018050181e-12,2.8199784769202082e-39
-8.585858585858587,-5.151515151515151,3.160259831947517e-12,2.2090892211433792e-38
-8.585858585858587,-4.94949494949495,3.964457935656843e-13,1.596724013215233e-37
-8.585858585858587,-4.747474747474747,-9.906690691624691e-11,1.0649765312697787e-36
-8.585858585858587,-4.545454545454546,-4.694457096699234e-10,6.555256177459451e-36
-8.585858585858587,-4.343434343434343,-6.146599689976993e-10,3.7241393528923505e-35
-8.585858585858587,-4.141414141414142,5.625629003773107e-09,1.9529770141741923e-34
-8.585858585858587,-3.9393939393939394,5.161679116805795e-08,9.454805646811632e-34
-8.585858585858587,-3.737373737373738,2.7201700352131675e-07,4.2261259886759296e-33
-8.585858585858587,-3.5353535353535355,1.118933167771203e-06,1.7442843469520745e-32
-8.585858585858587,-3.333333333333333,3.911149594546445e-06,6.64856755746683e-32
-8.585858585858587,-3.1313131313131315,1.206337104778462e-05,2.3405925457415873e-31
-8.585858585858587,-2.929292929292929,3.3515124441331656e-05,7.611340701247227e-31
-8.585858585858587,-2.7272727272727275,8.494209840321231e-05,2.286568369495664e-30
-8.585858585858587,-2.525252525252525,0.0001980475245481118,6.346642189555795e-30
-8.585858585858587,-2.3232323232323235,0.00042730647010088575,1.6277526633172454e-29
-8.585858585858587,-2.121212121212121,0.0008568321041972887,3.858011107041355e-29
-8.585858585858587,-1.9191919191919187,0.0016018899049640726,8.451098963416361e-29
-8.585858585858587,-1.717171717171718,0.0027990857810278524,1.7111145402275276e-28
-8.585858585858587,-1.5151515151515156,0.004580081557361638,3.2025788617444916e-28
-8.585858585858587,-1.3131313131313131,0.007028310142235865,5.54129024901282e-28
-8.585858585858587,-1.1111111111111107,0.010126460689097035,8.864294375221385e-28
-8.585858585858587,-0.9090909090909101,0.013711704532943477,1.3110753279158625e-27
-8.585858585858587,-0.7070707070707076,0.01746063085521737,1.7930200064043925e-27
-8.585858585858587,-0.5050505050505052,0.02092160432798882,2.267441099012339e-27
-8.585858585858587,-0.30303030303030276,0.023597320793332724,2.6515205794282194e-27
-8.585858585858587,-0.10101010101010033,0.025059376723290824,2.867292545015856e-27
-8.585858585858587,0.10101010101010033,0.025059376723290824,2.867292545015856e-27
-8.585858585858587,0.30303030303030276,0.023597320793332724,2.6515205794282194e-27
-8.585858585858587,0.5050505050505052,0.02092160432798882,2.267441099012339e-27
-8.585858585858587,0.7070707070707076,0.01746063085521737,1.7930200064043925e-27
-8.585858585858587,0.9090909090909083,0.013711704532943535,1.3110753279158623e-27
-8.585858585858587,1.1111111111111107,0.010126460689097035,8.864294375221385e-28
-8.585858585858587,1.3131313131313131,0.007028310142235865,5.54129024901282e-28
-8.585858585858587,1.5151515151515156,0.004580081557361638,3.2025788617444916e-28
-8.585858585858587,1.7171717171717162,0.002799085781027865,1.7111145402275513e-28
-8.585858585858587,1.9191919191919187,0.0016018899049640726,8.451098963416361e-29
-8.585858585858587,2.121212121212121,0.0008568321041972887,3.858011107041355e-29
-8.585858585858587,2.3232323232323235,0.00042730647010088575,1.6277526633172454e-29
-8.585858585858587,2.525252525252524,0.00019804752454811227,6.346642189555794e-30
-8.585858585858587,2.7272727272727266,8.494209840321289e-05,2.286568369495663e-30
-8.585858585858587,2.929292929292929,3.3515124441331656e-05,7.611340701247227e-31
-8.585858585858587,3.1313131313131315,1.206337104778462e-05,2.3405925457415873e-31
-8.585858585858587,3.333333333333334,3.9111495945464445e-06,6.648567557466832e-32
-8.585858585858587,3.5353535353535346,1.1189331677712092e-06,1.7442843469520742e-32
-8.585858585858587,3.737373737373737,2.720170035213199e-07,4.226125988675928e-33
-8.585858585858587,3.9393939393939394,5.161679116805795e-08,9.454805646811632e-34
-8.585858585858587,4.141414141414142,5.625629003773107e-09,1.9529770141741923e-34
-8.585858585858587,4.3434343434343425,-6.146599689979189e-10,3.72413935289235e-35
-8.585858585858587,4.545454545454545,-4.694457096699267e-10,6.555256177459542e-36
-8.585858585858587,4.747474747474747,-9.906690691624691e-11,1.0649765312697787e-36
-8.585858585858587,4.94949494949495,3.964457935656843e-13,1.596724013215233e-37
-8.585858585858587,5.1515151515151505,3.160259831951748e-12,2.2090892211434097e-38
-8.585858585858587,5.353535353535353,-3.498371018050206e-12,2.8199784769202073e-39
-8.585858585858587,5.555555555555555,-4.6188746786852915e-12,3.3211198635543512e-40
-8.585858585858587,5.757575757575758,-3.079717020597559e-12,3.608180137651474e-41
-8.585858585858587,5.9595959595959584,-1.5324885911056048e-12,3.615905929128143e-42
-8.585858585858587,6.161616161616163,-6.334405259934458e-13,3.3422068962140352e-43
-8.585858585858587,6.363636363636363,-2.2802408599590293e-13,2.849053476224182e-44
-8.585858585858587,6.565656565656564,-7.334207584127597e-14,2.2396720458432483e-45
-8.585858585858587,6.767676767676768,-2.140978731239904e-14,1.6234990426125622e-46
-8.585858585858587,6.969696969696969,-5.731077942370678e-15,1.0851064658102257e-47
-8.585858585858587,7.171717171717173,-1.416932731024656e-15,6.6867638002103394e-49
-8.585858585858587,7.373737373737374,-3.2525563140526773e-16,3.798876616290591e-50
-8.585858585858587,7.575757575757574,-6.959429490198253e-17,1.989591112543151e-51
-8.585858585858587,7.777777777777779,-1.3922505649834566e-17,9.60544166292337e-53
-8.585858585858587,7.979797979797979,-2.6103585794544985e-18,4.274572046329858e-54
-8.585858585858587,8.18181818181818,-4.59581006621611e-19,1.7533480280275975e-55
-8.585858585858587,8.383838383838384,-7.610092110049673e-20,6.628627137038622e-57
-8.585858585858587,8.585858585858585,-1.1867325684826347e-20,2.30961799160365e-58
-8.585858585858587,8.787878787878789,-1.7447300682298146e-21,7.416520998423647e-60
-8.585858585858587,8.98989898989899,-2.4205864491097397e-22,2.194762110527965e-61
-8.585858585858587,9.19191919191919,-3.171582112983995e-23,5.985309619536964e-63
-8.585858585858587,9.393939393939394,-3.927288607750949e-24,1.5041239777459246e-64
-8.585858585858587,9.595959595959595,-4.5986522793842965e-25,3.4830959919916637e-66
-8.585858585858587,9.7979797979798,-5.094671547086996e-26,7.432244519232093e-68
-8.585858585858587,10.0,-5.342560983721549e-27,1.4612891179034968e-69
-8.383838383838384,-10.0,-8.202403109911898e-27,4.2402861786237616e-68
-8.383838383838384,-9.797979797979798,-7.843601602707002e-26,2.1535232957266038e-66
-8.383838383838384,-9.595959595959595,-7.101484576648396e-25,1.0077397871258228e-64
-8.383838383838384,-9.393939393939394,-6.084955939208874e-24,4.34512734500839e-63
-8.383838383838384,-9.191919191919192,-4.932096825617332e-23,1.7263295146618254e-61
-8.383838383838384,-8.98989898989899,-3.7794967895749474e-22,6.32011236847151e-60
-8.383838383838384,-8.787878787878787,-2.7364808757198326e-21,2.1321597561820125e-58
-8.383838383838384,-8.585858585858587,-1.870651805976243e-20,6.628627137038622e-57
-8.383838383838384,-8.383838383838384,-1.206342565490947e-19,1.8991209631981774e-55
-8.383838383838384,-8.181818181818182,-7.331579837868668e-19,5.014462816733433e-54
-8.383838383838384,-7.979797979797979,-4.19437270042462e-18,1.2202754132259841e-52
-8.383838383838384,-7.777777777777778,-2.2556537744999167e-17,2.7369904724452774e-51
-8.383838383838384,-7.575757575757576,-1.1383572285612684e-16,5.658384948293878e-50
-8.383838383838384,-7.373737373737374,-5.379986905419035e-16,1.0782980487359848e-48
-8.383838383838384,-7.171717171717171,-2.3749238471902625e-15,1.8942497066783525e-47
-8.383838383838384,-6.96969696969697,-9.759820773434478e-15,3.067710282147319e-46
-8.383838383838384,-6.767676767676768,-3.717699624382821e-14,4.580348360014817e-45
-8.383838383838384,-6.565656565656566,-1.3050142991750303e-13,6.305504793699386e-44
-8.383838383838384,-6.363636363636363,-4.187316873369306e-13,8.004060173811665e-43
-8.383838383838384,-6.161616161616162,-1.213615948939736e-12,9.369227306239588e-42
-8.383838383838384,-5.959595959595959,-3.119110973017145e-12,1.0114300451805272e-40
-8.383838383838384,-5.757575757575758,-6.888424421777651e-12,1.0070340884067806e-39
-8.383838383838384,-5.555555555555555,-1.2288441126495725e-11,9.248434954753632e-39
-8.383838383838384,-5.353535353535354,-1.5109527724489695e-11,7.835188938120217e-38
-8.383838383838384,-5.151515151515151,-5.003349531949011e-12,6.123942624846443e-37
-8.383838383838384,-4.94949494949495,1.7538209152455247e-11,4.416296628822833e-36
-8.383838383838384,-4.747474747474747,-4.489013708419076e-11,2.938851557066637e-35
-8.383838383838384,-4.545454545454546,-5.641196637017318e-10,1.8048362513130787e-34
-8.383838383838384,-4.343434343434343,-1.9432841419668868e-09,1.0230307071246155e-33
-8.383838383838384,-4.141414141414142,-7.465953516312421e-10,5.352806918461106e-33
-8.383838383838384,-3.9393939393939394,3.05303793479277e-08,2.585645934867069e-32
-8.383838383838384,-3.737373737373738,2.197086118190699e-07,1.1531999086349065e-31
-8.383838383838384,-3.5353535353535355,1.030069094522135e-06,4.749440470973225e-31
-8.383838383838384,-3.333333333333333,3.8809798450453834e-06,1.806497235166175e-30
-8.383838383838384,-3.1313131313131315,1.2576713296648631e-05,6.346642189555794e-30
-8.383838383838384,-2.929292929292929,3.619348444321875e-05,2.0597630865597055e-29
-8.383838383838384,-2.7272727272727275,9.418056120108876e-05,6.176055892934938e-29
-8.383838383838384,-2.525252525252525,0.00022411553938510658,1.7111145402275507e-28
-8.383838383838384,-2.3232323232323235,0.0004914367920416167,4.380995060264114e-28
-8.383838383838384,-2.121212121212121,0.0009983520912862766,1.0366745004558772e-27
-8.383838383838384,-1.9191919191919187,0.0018863817824699431,2.26744109901237e-27
-8.383838383838384,-1.717171717171718,0.0033249806159512587,4.5845732856725976e-27
-8.383838383838384,-1.5151515151515156,0.005479542976419593,8.569854515130168e-27
-8.383838383838384,-1.3131313131313131,0.008457760056711752,1.4811480057349586e-26
-8.383838383838384,-1.1111111111111107,0.012243731221039717,2.3670582077977456e-26
-8.383838383838384,-0.9090909090909101,0.016640997496130662,3.498127578660396e-26
-8.383838383838384,-0.7070707070707076,0.021252278595792772,4.780846096310716e-26
-8.383838383838384,-0.5050505050505052,0.025518627556836617,6.042791563443541e-26
-8.383838383838384,-0.30303030303030276,0.028821995895078074,7.063995414026107e-26
-8.383838383838384,-0.10101010101010033,0.030628630521257888,7.637549904822437e-26
-8.383838383838384,0.10101010101010033,0.030628630521257888,7.637549904822437e-26
-8.383838383838384,0.30303030303030276,0.028821995895078074,7.063995414026107e-26
-8.383838383838384,0.5050505050505052,0.025518627556836617,6.042791563443541e-26
-8.383838383838384,0.7070707070707076,0.021252278595792772,4.780846096310716e-26
-8.383838383838384,0.9090909090909083,0.0166409974961307,3.498127578660396e-26
-8.383838383838384,1.1111111111111107,0.012243731221039717,2.3670582077977456e-26
-8.383838383838384,1.3131313131313131,0.008457760056711752,1.4811480057349586e-26
-8.383838383838384,1.5151515151515156,0.005479542976419593,8.569854515130168e-27
-8.383838383838384,1.7171717171717162,0.0033249806159512743,4.5845732856726615e-27
-8.383838383838384,1.9191919191919187,0.0018863817824699431,2.26744109901237e-27
-8.383838383838384,2.121212121212121,0.0009983520912862766,1.0366745004558772e-27
-8.383838383838384,2.3232323232323235,0.0004914367920416167,4.380995060264114e-28
-8.383838383838384,2.525252525252524,0.00022411553938510753,1.7111145402275502e-28
-8.383838383838384,2.7272727272727266,9.418056120108946e-05,6.176055892934937e-29
-8.383838383838384,2.929292929292929,3.619348444321875e-05,2.0597630865597055e-29
-8.383838383838384,3.1313131313131315,1.2576713296648631e-05,6.346642189555794e-30
-8.383838383838384,3.333333333333334,3.880979845045379e-06,1.8064972351661753e-30
-8.383838383838384,3.5353535353535346,1.0300690945221535e-06,4.749440470973224e-31
-8.383838383838384,3.737373737373737,2.1970861181907069e-07,1.1531999086349063e-31
-8.383838383838384,3.9393939393939394,3.05303793479277e-08,2.585645934867069e-32
-8.383838383838384,4.141414141414142,-7.465953516312421e-10,5.352806918461106e-33
-8.383838383838384,4.3434343434343425,-1.9432841419669e-09,1.0230307071246154e-33
-8.383838383838384,4.545454545454545,-5.641196637017895e-10,1.8048362513131032e-34
-8.383838383838384,4.747474747474747,-4.489013708419076e-11,2.938851557066637e-35
-8.383838383838384,4.94949494949495,1.7538209152455247e-11,4.416296628822833e-36
-8.383838383838384,5.1515151515151505,-5.003349531942871e-12,6.123942624846529e-37
-8.383838383838384,5.353535353535353,-1.510952772449023e-11,7.835188938120214e-38
-8.383838383838384,5.555555555555555,-1.2288441126495725e-11,9.248434954753632e-39
-8.383838383838384,5.757575757575758,-6.888424421777651e-12,1.0070340884067806e-39
-8.383838383838384,5.9595959595959584,-3.1191109730171396e-12,1.011430045180527e-40
-8.383838383838384,6.161616161616163,-1.213615948939736e-12,9.369227306239325e-42
-8.383838383838384,6.363636363636363,-4.187316873369306e-13,8.004060173811665e-43
-8.383838383838384,6.565656565656564,-1.3050142991750447e-13,6.305504793699474e-44
-8.383838383838384,6.767676767676768,-3.717699624382821e-14,4.580348360014817e-45
-8.383838383838384,6.969696969696969,-9.759820773434606e-15,3.0677102821473183e-46
-8.383838383838384,7.171717171717173,-2.3749238471902155e-15,1.8942497066783e-47
-8.383838383838384,7.373737373737374,-5.379986905419035e-16,1.0782980487359848e-48
-8.383838383838384,7.575757575757574,-1.1383572285612834e-16,5.658384948294034e-50
-8.383838383838384,7.777777777777779,-2.2556537744999167e-17,2.736990472445278e-51
-8.383838383838384,7.979797979797979,-4.19437270042462e-18,1.2202754132259841e-52
-8.383838383838384,8.18181818181818,-7.331579837868851e-19,5.01446281673343e-54
-8.383838383838384,8.383838383838384,-1.206342565490947e-19,1.8991209631981774e-55
-8.383838383838384,8.585858585858585,-1.8706518059762905e-20,6.628627137038804e-57
-8.383838383838384,8.787878787878789,-2.7364808757197784e-21,2.1321597561818933e-58
-8.383838383838384,8.98989898989899,-3.7794967895749474e-22,6.32011236847151e-60
-8.383838383838384,9.19191919191919,-4.9320968256173966e-23,1.7263295146618737e-61
-8.383838383838384,9.393939393939394,-6.084955939208874e-24,4.34512734500839e-63
-8.383838383838384,9.595959595959595,-7.101484576648396e-25,1.0077397871258228e-64
-8.383838383838384,9.7979797979798,-7.843601602706906e-26,2.1535232957266051e-66
-8.383838383838384,10.0,-8.202403109911898e-27,4.2402861786237616e-68
-8.181818181818182,-10.0,-1.2455063037883787e-26,1.1342545306824112e-66
-8.181818181818182,-9.797979797979798,-1.1941522281676729e-25,5.752081147943507e-65
-8.181818181818182,-9.595959595959595,-1.0842651397322324e-24,2.687607137525498e-63
-8.181818181818182,-9.393939393939394,-9.319712510302524e-24,1.1570266955646233e-61
-8.181818181818182,-9.191919191919192,-7.579982171307401e-23,4.589541347463734e-60
-8.181818181818182,-8.98989898989899,-5.830612943308244e-22,1.6774750299823048e-58
-8.181818181818182,-8.787878787878787,-4.2392757889784996e-21,5.649595951290748e-57
-8.181818181818182,-8.585858585858587,-2.911486678694238e-20,1.7533480280274982e-55
-8.181818181818182,-8.383838383838384,-1.8873532840968877e-19,5.0144628167334336e-54
-8.181818181818182,-8.181818181818182,-1.1537764653631563e-18,1.3216112074475224e-52
-8.181818181818182,-7.979797979797979,-6.6445741289404825e-18,3.210146835360624e-51
-8.181818181818182,-7.777777777777778,-3.6004039178817706e-17,7.186349454337191e-50
-8.181818181818182,-7.575757575757576,-1.8328490758123514e-16,1.4827773327559678e-48
-8.181818181818182,-7.373737373737374,-8.749944628584186e-16,2.820014081107651e-47
-8.181818181818182,-7.171717171717171,-3.908518600714728e-15,4.9437854930717456e-46
-8.181818181818182,-6.96969696969697,-1.6289965419921362e-14,7.989654846880308e-45
-8.181818181818182,-6.767676767676768,-6.311774696773964e-14,1.1903793395746123e-43
-8.181818181818182,-6.565656565656566,-2.262691693890523e-13,1.6351685539591016e-42
-8.181818181818182,-6.363636363636363,-7.456073418069635e-13,2.0710579429614733e-41
-8.181818181818182,-6.161616161616162,-2.2376698160623207e-12,2.418852382027572e-40
-8.181818181818182,-5.959595959595959,-6.032541795962032e-12,2.605258076309093e-39
-8.181818181818182,-5.757575757575758,-1.4289997048301013e-11,2.5879469855340055e-38
-8.181818181818182,-5.555555555555555,-2.8595065430762693e-11,2.3711788466077934e-37
-8.181818181818182,-5.353535353535354,-4.445426456466431e-11,2.004106221182214e-36
-8.181818181818182,-5.151515151515151,-4.1498181475038034e-11,1.5626794691559617e-35
-8.181818181818182,-4.94949494949495,1.0886466079717465e-11,1.1242402268464764e-34
-8.181818181818182,-4.747474747474747,5.236943801810507e-11,7.46341606451237e-34
-8.181818181818182,-4.545454545454546,-4.1402305937475813e-10,4.572530998946032e-33
-8.181818181818182,-4.343434343434343,-2.7437865957910158e-09,2.585645934867069e-32
-8.181818181818182,-4.141414141414142,-7.063524316296524e-09,1.3496755126090435e-31
-8.181818181818182,-3.9393939393939394,4.673670878755968e-09,6.504194976908324e-31
-8.181818181818182,-3.737373737373738,1.4245993998917726e-07,2.8941348310689217e-30
-8.181818181818182,-3.5353535353535355,8.536913076512338e-07,1.1892224467979397e-29
-8.181818181818182,-3.333333333333333,3.603104098070353e-06,4.513207760355882e-29
-8.181818181818182,-3.1313131313131315,1.2492690884631943e-05,1.5821386248928822e-28
-8.181818181818182,-2.929292929292929,3.7621869341938976e-05,5.123889689511885e-28
-8.181818181818182,-2.7272727272727275,0.00010115421287680809,1.533238307669514e-27
-8.181818181818182,-2.525252525252525,0.00024672290025657756,4.239669134835444e-27
-8.181818181818182,-2.3232323232323235,0.0005514840194841995,1.0834855782047143e-26
-8.181818181818182,-2.121212121212121,0.0011375192982668203,2.5593980789559787e-26
-8.181818181818182,-1.9191919191919187,0.002175831223177662,5.588927562657252e-26
-8.181818181818182,-1.717171717171718,0.003873503738636043,1.1283522519546244e-25
-8.181818181818182,-1.5151515151515156,0.006435425945912593,2.1063614061251427e-25
