# {'k0': 0.5, 'sigma0': 188.49555921538757, 'N': 3, 'f_out': 173, 'sigma_out': 125.66370614359172, 'omegap': 1256.6370614359173, 'sigmap': 628.3185307179587}
x,p,wIn1,wIn2,wIn3,wOut,wOutP,wOutS
-2.606060606060606,-2.121212121212121,2.780477728042787e-23,1.0008624089747143e-11,2.574412564521266e-08,0.002539605294203904,0.0009086396700801753,1.0304414142861755e-18
-2.606060606060606,-2.0,2.9749530631033425e-23,1.1611007081536405e-11,3.2705960304197426e-08,0.002792508519421604,0.0010151792369775714,1.1295040865037534e-18
-2.606060606060606,-1.878787878787879,3.1703974913021294e-23,1.3352775527810907e-11,4.096953467806089e-08,0.003053497695788132,0.0011268376418950797,1.231423216758257e-18
-2.606060606060606,-1.7575757575757578,3.365272320230637e-23,1.5222267615125573e-11,5.060349634461957e-08,0.0033202859934967,0.001242646359356249,1.3353093730575363e-18
-2.606060606060606,-1.6363636363636367,3.557948121002139e-23,1.720256881241027e-11,6.162903746355144e-08,0.003590278984677763,0.0013614488948904644,1.4401624625669333e-18
-2.606060606060606,-1.5151515151515147,3.7467257863191674e-23,1.9271406003720412e-11,7.400747929050367e-08,0.0038606080108031736,0.0014819130481526467,1.5448848197640064e-18
-2.606060606060606,-1.3939393939393936,3.929860257341421e-23,2.1401274860235442e-11,8.762967618396267e-08,0.004128174291396094,0.0016025503616612742,1.6482980843180595e-18
-2.606060606060606,-1.2727272727272725,4.1055864921764705e-23,2.3559823620831793e-11,1.0230860630118936e-07,0.00438970311720181,0.001721742648630741,1.7491636008196777e-18
-2.606060606060606,-1.1515151515151514,4.272147161525651e-23,2.5710502878871452e-11,1.1777646019188088e-07,0.004641807013173684,0.0018377751485652548,1.846205915154002e-18
-2.606060606060606,-1.0303030303030303,4.427821481811508e-23,2.7813475077650473e-11,1.3368731263299682e-07,0.004881056315724748,0.001948875508446623,1.9381387924618076e-18
-2.606060606060606,-0.9090909090909092,4.5709545363470047e-23,2.9826760233931465e-11,1.4962606556889826e-07,0.005104055208650751,0.0020532574512096727,2.0236930472543254e-18
-2.606060606060606,-0.7878787878787881,4.699986393675477e-23,3.17075772042153e-11,1.6512380453685138e-07,0.005307520926223086,0.002149167693170875,2.1016453650059166e-18
-2.606060606060606,-0.6666666666666661,4.8134803113992543e-23,3.3413823976628504e-11,1.7967906695701433e-07,0.005488363581268408,0.002234934428742597,2.170847213301721e-18
-2.606060606060606,-0.545454545454545,4.9101493151670646e-23,3.4905627410226086e-11,1.9278384954715877e-07,0.005643763928042896,0.002309015532314214,2.2302528949553657e-18
-2.606060606060606,-0.42424242424242387,4.988880466720446e-23,3.614688381636782e-11,2.0395256877947344e-07,0.005771246336893219,0.00237004454792035,2.2789457893469674e-18
-2.606060606060606,-0.30303030303030276,5.0487561818200113e-23,3.710670777821295e-11,2.1275171922387098e-07,0.005868744346648451,0.002416872556413143,2.316161863496739e-18
-2.606060606060606,-0.18181818181818166,5.089072027386492e-23,3.776070824510809e-11,2.1882772434334312e-07,0.005934656371376926,0.002448604130414505,2.3413096108256573e-18
-2.606060606060606,-0.06060606060606055,5.1093505153115756e-23,3.8092018364089404e-11,2.2193049248452626e-07,0.005967889463692356,0.002464625805902494,2.353985690661767e-18
-2.606060606060606,0.06060606060606055,5.1093505153115756e-23,3.8092018364089404e-11,2.2193049248452626e-07,0.005967889463692356,0.002464625805902494,2.353985690661767e-18
-2.606060606060606,0.18181818181818166,5.089072027386492e-23,3.776070824510809e-11,2.1882772434334312e-07,0.005934656371376926,0.002448604130414505,2.3413096108256573e-18
-2.606060606060606,0.30303030303030276,5.0487561818200113e-23,3.710670777821295e-11,2.1275171922387098e-07,0.005868744346648451,0.002416872556413143,2.316161863496739e-18
-2.606060606060606,0.42424242424242475,4.988880466720446e-23,3.614688381636782e-11,2.0395256877947344e-07,0.005771246336893219,0.002370044547920349,2.2789457893469674e-18
-2.606060606060606,0.5454545454545459,4.9101493151670646e-23,3.4905627410226086e-11,1.9278384954715845e-07,0.005643763928042896,0.0023090155323142133,2.2302528949553657e-18
-2.606060606060606,0.666666666666667,4.8134803113992543e-23,3.341382397662839e-11,1.79679066957014e-07,0.005488363581268408,0.002234934428742596,2.170847213301721e-18
-2.606060606060606,0.7878787878787881,4.699986393675477e-23,3.17075772042153e-11,1.6512380453685138e-07,0.005307520926223086,0.002149167693170875,2.1016453650059166e-18
-2.606060606060606,0.9090909090909092,4.5709545363470047e-23,2.9826760233931465e-11,1.4962606556889826e-07,0.005104055208650751,0.0020532574512096727,2.0236930472543254e-18
-2.606060606060606,1.0303030303030303,4.427821481811508e-23,2.7813475077650473e-11,1.3368731263299682e-07,0.004881056315724748,0.001948875508446623,1.9381387924618076e-18
-2.606060606060606,1.1515151515151514,4.272147161525651e-23,2.5710502878871452e-11,1.1777646019188088e-07,0.004641807013173684,0.0018377751485652548,1.846205915154002e-18
-2.606060606060606,1.2727272727272734,4.1055864921764705e-23,2.355982362083171e-11,1.0230860630118936e-07,0.004389703117201808,0.001721742648630741,1.7491636008196777e-18
-2.606060606060606,1.3939393939393945,3.929860257341421e-23,2.1401274860235442e-11,8.762967618396251e-08,0.004128174291396092,0.0016025503616612729,1.6482980843180478e-18
-2.606060606060606,1.5151515151515156,3.7467257863191674e-23,1.9271406003720412e-11,7.400747929050367e-08,0.0038606080108031723,0.0014819130481526456,1.5448848197640064e-18
-2.606060606060606,1.6363636363636367,3.557948121002139e-23,1.720256881241027e-11,6.162903746355144e-08,0.003590278984677763,0.0013614488948904644,1.4401624625669333e-18
-2.606060606060606,1.7575757575757578,3.365272320230637e-23,1.5222267615125573e-11,5.060349634461957e-08,0.0033202859934967,0.001242646359356249,1.3353093730575363e-18
-2.606060606060606,1.878787878787879,3.1703974913021294e-23,1.3352775527810907e-11,4.096953467806089e-08,0.003053497695788132,0.0011268376418950797,1.231423216758257e-18
-2.606060606060606,2.0,2.9749530631033425e-23,1.1611007081536405e-11,3.2705960304197426e-08,0.002792508519421604,0.0010151792369775714,1.1295040865037534e-18
-2.606060606060606,2.121212121212121,2.780477728042787e-23,1.0008624089747143e-11,2.574412564521266e-08,0.002539605294203904,0.0009086396700801753,1.0304414142861755e-18
-2.606060606060606,2.242424242424242,2.588401384241114e-23,8.552341073490679e-12,1.998088657765015e-08,0.0022967448311207853,0.0008079942065989255,9.350047837223323e-19
-2.606060606060606,2.3636363636363633,2.4000303090637355e-23,7.244389515301679e-12,1.529102962846882e-08,0.002065542229477649,0.0007138260393331994,8.438386046656761e-19
-2.606060606060606,2.4848484848484844,2.216535693797449e-23,6.083096703664e-12,1.1538359662219342e-08,0.0018472693145006065,0.0006265332330462632,7.574604760125096e-19
-2.606060606060606,2.6060606060606055,2.0389455706208787e-23,5.063534741807443e-12,8.58493046273503e-09,0.00164286228870863,0.0005463405357260141,6.762629462455812e-19
-2.606060606060606,2.7272727272727266,1.8681400702151526e-23,4.1781979726751626e-12,6.298176953635426e-09,0.001452937430200414,0.00047331505935686017,6.005182873722793e-19
-2.606060606060606,2.8484848484848495,1.7048498641714537e-23,3.417671999214292e-12,4.555943212557282e-09,0.00127781349500534,0.0004073847870968922,5.3038582881405035e-19
-2.606060606060606,2.9696969696969706,1.5496575730194272e-23,2.771263954003903e-12,3.2495791016641224e-09,0.0011175393795130294,0.0003483588740000154,4.659213541803272e-19
-2.606060606060606,3.0909090909090917,1.4030018598806863e-23,2.2275709824503347e-12,2.2853950957984255e-09,0.0009719255694164397,0.00029594876727677714,4.0708804504646064e-19
-2.606060606060606,3.212121212121213,1.2651838824966233e-23,1.7749713900265992e-12,1.5848232586889158e-09,0.0008405779369052356,0.0002497892700282597,3.537684599968964e-19
-2.606060606060606,3.333333333333334,1.1363757431393602e-23,1.402030007720261e-12,1.083641798731328e-09,0.000722932538744892,0.0002094587988099682,3.0577706148873114e-19
-2.606060606060606,3.454545454545455,1.0166305565709975e-23,1.0978156232454295e-12,7.305938765556421e-10,0.0006182902033177119,0.0001744982294464418,2.628728440446224e-19
-2.606060606060606,3.575757575757576,9.058937501387586e-24,8.521335242411526e-13,4.85681626600573e-10,0.0005258498627032069,0.00014442787689075543,2.247716709924826e-19
-2.606060606060606,3.6969696969696972,8.040152162114283e-24,6.556801593109863e-13,3.1835574243567883e-10,0.00044473977432961024,0.00011876230438635493,1.9115798937974097e-19
-2.606060606060606,3.8181818181818183,7.107619540536787e-24,5.001296236191551e-13,2.0575910810205602e-10,0.0003740459741039213,9.702279706601023e-05,1.616956598438818e-19
-2.606060606060606,3.9393939393939394,6.258308642165489e-24,3.7816319878575945e-13,1.3112660486465055e-10,0.000312837498842029,7.874745953859288e-05,1.3603770645849019e-19
-2.606060606060606,4.0606060606060606,5.488613917497087e-24,2.834536754804177e-13,8.239634200369383e-11,0.00026018810146167853,6.349900198085615e-05,1.13834857692839e-19
-2.606060606060606,4.181818181818182,4.7944775309925595e-24,2.106158586631881e-13,5.105172411911552e-11,0.0002151943507941892,5.0870362607500605e-05,9.474281098811487e-20
-2.606060606060606,4.303030303030303,4.1715052354434284e-24,1.5513371459724772e-13,3.118877109034531e-11,0.00017699015399076306,4.048837562598338e-05,7.842820805668079e-20
-2.606060606060606,4.424242424242424,3.615074056405625e-24,1.1327327587139887e-13,1.8787607528445784e-11,0.0001447578602475008,3.201573376586967e-05,6.457335448593411e-20
-2.606060606060606,4.545454545454545,3.1204304272528354e-24,8.19888652754232e-14,1.1159122951955094e-11,0.00011773619864175228,2.515151515277821e-05,5.287975482404226e-20
-2.606060606060606,4.666666666666668,2.6827778365216476e-24,5.882858974545947e-14,6.535427681392588e-12,9.522537052025076e-05,1.963054836628844e-05,4.307056284743118e-20
-2.606060606060606,4.787878787878789,2.2973534434738982e-24,4.184351363991442e-14,3.7740124714326275e-12,7.658965965242622e-05,1.5221880100072097e-05,3.4892066441266813e-20
-2.606060606060606,4.90909090909091,1.959493475634398e-24,2.950353128459021e-14,2.148908955587747e-12,6.12579437829409e-05,1.172659019592926e-05,2.8114338126827455e-20
-2.606060606060606,5.030303030303031,1.6646875365352593e-24,2.0621772938903626e-14,1.2064742795424666e-12,4.872249247127585e-05,8.975172124384908e-06,2.2531186684597727e-20
-2.606060606060606,5.151515151515152,1.4086222186060348e-24,1.4288418031642772e-14,6.678877636121054e-13,3.8536421744393564e-05,6.824666133314583e-06,1.7959543669259747e-20
-2.606060606060606,5.272727272727273,1.187214633058715e-24,9.81405395324164e-15,3.6456441327360864e-13,3.0310149764792245e-05,5.155699786705535e-06,1.4238412099106553e-20
-2.606060606060606,5.3939393939393945,9.966366358049418e-25,6.6821909372133564e-15,1.9621419651527696e-13,2.3707162966861765e-05,3.869558506326076e-06,1.1227494440814584e-20
-2.606060606060606,5.515151515151516,8.333306477930907e-25,4.5101965374025954e-15,1.0412905971708522e-13,1.8439362188512398e-05,2.88537856002904e-06,8.805604354868997e-21
-2.606060606060606,5.636363636363637,6.940180430091019e-25,3.017714848196255e-15,5.4487744935562533e-14,1.4262216065508973e-05,2.137527790034046e-06,6.868952562661686e-21
-2.606060606060606,5.757575757575758,5.757011121962143e-25,2.0015529271137274e-15,2.8113252222487355e-14,1.0969906728971228e-05,1.5732158936413306e-06,5.3293825468661244e-21
-2.606060606060606,5.878787878787879,4.756596103228077e-25,1.3160188317349621e-15,1.4302393110989487e-14,8.390612513616319e-06,1.1503565433561412e-06,4.112617345215148e-21
-2.606060606060606,6.0,3.9144286659948794e-25,8.57755034012894e-16,7.174500986742812e-15,6.382035310258763e-06,8.356880563977779e-07,3.1565650214134017e-21
-2.484848484848485,-6.0,3.7401926526385964e-23,6.836500065585988e-15,2.6008390347783606e-14,8.142309943171903e-06,1.1824209238823647e-06,1.140285846451722e-19
-2.484848484848485,-5.878787878787879,4.544874185960271e-23,1.0488965348739867e-14,5.184781821417572e-14,1.0704887136726094e-05,1.6276475849761933e-06,1.4856527012140762e-19
-2.484848484848485,-5.757575757575758,5.50075950714736e-23,1.5952825894206498e-14,1.0191376920837193e-13,1.3995594867893211e-05,2.225954261503011e-06,1.9252001613441152e-19
-2.484848484848485,-5.636363636363637,6.631264500515631e-23,2.4051864389644968e-14,1.9752433543088182e-13,1.819597950127157e-05,3.024403142975213e-06,2.4813584811391746e-19
-2.484848484848485,-5.515151515151516,7.96238080200682e-23,3.5947278303347195e-14,3.774798047521274e-13,2.3525254059928585e-05,4.082542470938415e-06,3.1809596657111746e-19
-2.484848484848485,-5.393939393939394,9.522751187089759e-23,5.325856097491658e-14,7.112990052096846e-13,3.0246004505676907e-05,5.475065616935287e-06,4.055849607128893e-19
-2.484848484848485,-5.2727272727272725,1.134370255931761e-22,7.822021187227718e-14,1.3215878825372368e-12,3.8670208140683495e-05,7.2948359838168555e-06,5.143521417242433e-19
-2.484848484848485,-5.151515151515151,1.3459227187206227e-22,1.1388189743807137e-13,2.421169876013653e-12,4.91654268097304e-05,9.656268236411763e-06,6.487752767918181e-19
-2.484848484848485,-5.03030303030303,1.5905902557827747e-22,1.643601569899912e-13,4.373607873897199e-12,6.216099028272273e-05,1.269903432754948e-05,8.13922510891427e-19
-2.484848484848485,-4.909090909090909,1.87227402152655e-22,2.3514976370175154e-13,7.790041849885917e-12,7.815393373965581e-05,1.65920351587036e-05,1.0156097413138257e-18
-2.484848484848485,-4.787878787878788,2.1950954284694307e-22,3.3350219165175176e-13,1.3681228801250187e-11,9.771439940635759e-05,2.1537545491240974e-05,1.2604501807035391e-18
-2.484848484848485,-4.666666666666666,2.563364109809291e-22,4.688770589565808e-13,2.3691676193432214e-11,0.00012149015847388537,2.7775401308997366e-05,1.555892334878758e-18
-2.484848484848485,-4.545454545454545,2.9815362477974037e-22,6.534696511315672e-13,4.045310276068745e-11,0.0001502098584962441,3.558705614650261e-05,1.910242164525195e-18
-2.484848484848485,-4.424242424242424,3.454162683298317e-22,9.028134225002021e-13,6.810723577900211e-11,0.0001846845571272349,4.529928746545642e-05,2.332664832776058e-18
-2.484848484848485,-4.303030303030303,3.9858264291766137e-22,1.2364505108841357e-12,1.1306287844747186e-10,0.00022580706947296505,5.728728817847777e-05,2.8331612053902834e-18
-2.484848484848485,-4.181818181818182,4.581069464987068e-22,1.6786556469719246e-12,1.850683652104588e-10,0.00027454863801355345,7.197683476759064e-05,3.422514210539664e-18
-2.484848484848485,-4.0606060606060606,5.244308990920158e-22,2.2591893887775678e-12,2.986962061920999e-10,0.0003319524356471397,8.984518566826767e-05,4.1122003247019544e-18
-2.484848484848485,-3.9393939393939394,5.979743660860114e-22,3.0140455383934103e-12,4.753490076314981e-10,0.0003991234384623302,0.00011142033579177014,4.91426187029444e-18
-2.484848484848485,-3.8181818181818183,6.791250691117073e-22,3.9861453085012616e-12,7.459004063165701e-10,0.00047721425941566815,0.0001372782397285297,5.8411365234634616e-18
-2.484848484848485,-3.696969696969697,7.682275143770751e-22,5.225917977026552e-12,1.154076141884348e-09,0.0005674066203969645,0.0001680376219330231,6.9054414608030316e-18
-2.484848484848485,-3.5757575757575757,8.655713100034406e-22,6.791695371472558e-12,1.7606516958761976e-09,0.0006708882601795421,0.00020435202145123042,8.119710931893517e-18
-2.484848484848485,-3.4545454545454546,9.713790855780803e-22,8.749836821366772e-12,2.6484867396730525e-09,0.0007888252298051722,0.00024689877532447114,9.496087723432221e-18
-2.484848484848485,-3.333333333333333,1.0857942672577289e-21,1.117449371866821e-11,3.928326018862831e-09,0.000922329713375777,0.00029636473144266915,1.1045970953231751e-17
-2.484848484848485,-3.212121212121212,1.2088689985995603e-21,1.414692020816252e-11,5.745166391417696e-09,0.0010724237270628534,0.00035342859956123484,1.2779624849129693e-17
-2.484848484848485,-3.090909090909091,1.3405525290445773e-21,1.775424050427693e-11,8.284819788898124e-09,0.0012399992859897908,0.0004187399977135598,1.470575555634614e-17
-2.484848484848485,-2.9696969696969697,1.480680416803539e-21,2.2087595469616295e-11,1.1780097584243387e-08,0.0014257758785929016,0.0004928954272880696,1.683106548185585e-17
-2.484848484848485,-2.8484848484848486,1.6289649090349065e-21,2.7239612616984952e-11,1.651581757302407e-08,0.0016302563398821726,0.000576411607952244,1.9159797110227832e-17
-2.484848484848485,-2.727272727272727,1.7849868680497765e-21,3.330117525581972e-11,2.2831615047826708e-08,0.0018536824554560153,0.0006696968150826178,2.169328047991309e-17
-2.484848484848485,-2.606060606060606,1.948189606471729e-21,4.0357507938499774e-11,3.1121359241008246e-08,0.002095991842463195,0.0007730210765391735,2.4429500449139834e-17
-2.484848484848485,-2.484848484848485,2.117874975796852e-21,4.8483645521734925e-11,4.182787940550031e-08,0.002356777826502621,0.0008864862894593565,2.7362701360002515e-17
-2.484848484848485,-2.3636363636363633,2.2932020210384042e-21,5.773940977622507e-11,5.5431739173443644e-08,0.0026352541494220312,0.0010099974966231863,3.0483047586930195e-17
-2.484848484848485,-2.242424242424242,2.4731884689889123e-21,6.81640771448435e-11,7.243300942693747e-08,0.0029302263880149567,0.0011432367005177664,3.377635860533718e-17
-2.484848484848485,-2.121212121212121,2.6567152595199423e-21,7.977097951366063e-11,9.332541317930107e-08,0.0032400719258775224,0.0012856406765025842,3.7223936536624774e-17
-2.484848484848485,-2.0,2.842534259271226e-21,9.254233146622345e-11,1.1856286365595213e-07,0.003562730191656817,0.001436384260973395,4.080250254984159e-17
-2.484848484848485,-1.878787878787879,3.0292792166384497e-21,1.0642461676332406e-10,1.4851927015453932e-07,0.003895704652386222,0.0015943705254545379,4.4484256004102523e-17
-2.484848484848485,-1.7575757575757578,3.215479928296421e-21,1.2132488813538e-10,1.8344348803149534e-07,0.00423607773143556,0.0017582290964197886,4.8237066824305346e-17
-2.484848484848485,-1.6363636363636367,3.399579493233485e-21,1.3710833297484605e-10,2.2341234130039773e-07,0.004580539413298484,0.001926323641687611,5.202480739398208e-17
-2.484848484848485,-1.5151515151515147,3.579954433498635e-21,1.5359742955048436e-10,2.682856150692074e-07,0.004925429814298108,0.002096769221595692,5.580782535524096e-17
-2.484848484848485,-1.3939393939393936,3.754937364957472e-21,1.7057296219076923e-10,3.1766764384781003e-07,0.005266795457234504,0.0022674598071575143,5.954355330972338e-17
-2.484848484848485,-1.2727272727272725,3.9228418098935895e-21,1.8777708010115816e-10,3.708804519695346e-07,0.0056004584119600884,0.00243610581447942,6.318724574379647e-17
-2.484848484848485,-1.1515151515151514,4.081988659887352e-21,2.0491847631058169e-10,4.269531994086883e-07,0.005922096879798797,0.0026002810168442164,6.669282781771812e-17
-2.484848484848485,-1.0303030303030303,4.230733725545532e-21,2.2167963655422083e-10,4.84631867488766e-07,0.006227335237212318,0.0027574776994686505,7.001383524530262e-17
-2.484848484848485,-0.9090909090909092,4.367495752549368e-21,2.3772597094711395e-10,5.424116780678996e-07,0.006511841043732856,0.0029051684463372086,7.310441963630463e-17
-2.484848484848485,-0.7878787878787881,4.490784243901555e-21,2.5271650417726623e-10,5.985927623455915e-07,0.006771426090625468,0.003040872524002721,7.592038965520975e-17
-2.484848484848485,-0.6666666666666661,4.5992264083679145e-21,2.663156737641082e-10,6.51357260857409e-07,0.007002148246919121,0.003162224482950449,7.842025541513227e-17
-2.484848484848485,-0.545454545454545,4.6915925564015145e-21,2.782056818284362e-10,6.988636033413135e-07,0.007200410670613383,0.0032670423587795646,8.056624187601425e-17
-2.484848484848485,-0.42424242424242387,4.7668192879886365e-21,2.8809877387162374e-10,7.393514937208107e-07,0.00736305491100061,0.00335339274330904,8.232523679361776e-17
-2.484848484848485,-0.30303030303030276,4.82402986168802e-21,2.9574878619204874e-10,7.712494250068532e-07,0.007487444541530138,0.0034196500227349222,8.366964003972864e-17
-2.484848484848485,-0.18181818181818166,4.862551199599369e-21,3.00961316643668e-10,7.932756416307506e-07,0.007571536231442694,0.003464547250545814,8.457808387518842e-17
-2.484848484848485,-0.06060606060606055,4.8819270671947855e-21,3.0360193262414036e-10,8.045235326162941e-07,0.007613935579745784,0.0034872164321712042,8.503599791553141e-17
-2.484848484848485,0.06060606060606055,4.8819270671947855e-21,3.0360193262414036e-10,8.045235326162941e-07,0.007613935579745784,0.0034872164321712042,8.503599791553141e-17
-2.484848484848485,0.18181818181818166,4.862551199599369e-21,3.00961316643668e-10,7.932756416307506e-07,0.007571536231442694,0.003464547250545814,8.457808387518842e-17
-2.484848484848485,0.30303030303030276,4.82402986168802e-21,2.9574878619204874e-10,7.712494250068532e-07,0.007487444541530138,0.0034196500227349222,8.366964003972864e-17
-2.484848484848485,0.42424242424242475,4.7668192879886365e-21,2.8809877387162374e-10,7.393514937208107e-07,0.00736305491100061,0.0033533927433090386,8.232523679361776e-17
-2.484848484848485,0.5454545454545459,4.6915925564015145e-21,2.782056818284362e-10,6.988636033413123e-07,0.007200410670613383,0.003267042358779563,8.056624187601425e-17
-2.484848484848485,0.666666666666667,4.5992264083679145e-21,2.6631567376410726e-10,6.513572608574078e-07,0.007002148246919121,0.0031622244829504482,7.842025541513227e-17
-2.484848484848485,0.7878787878787881,4.490784243901555e-21,2.5271650417726623e-10,5.985927623455915e-07,0.006771426090625468,0.003040872524002721,7.592038965520975e-17
-2.484848484848485,0.9090909090909092,4.367495752549368e-21,2.3772597094711395e-10,5.424116780678996e-07,0.006511841043732856,0.0029051684463372086,7.310441963630463e-17
-2.484848484848485,1.0303030303030303,4.230733725545532e-21,2.2167963655422083e-10,4.84631867488766e-07,0.006227335237212318,0.0027574776994686505,7.001383524530262e-17
-2.484848484848485,1.1515151515151514,4.081988659887352e-21,2.0491847631058169e-10,4.269531994086883e-07,0.005922096879798797,0.0026002810168442164,6.669282781771812e-17
-2.484848484848485,1.2727272727272734,3.9228418098935895e-21,1.877770801011575e-10,3.708804519695346e-07,0.005600458411960087,0.0024361058144794193,6.318724574379647e-17
-2.484848484848485,1.3939393939393945,3.754937364957472e-21,1.7057296219076923e-10,3.176676438478095e-07,0.0052667954572345015,0.0022674598071575126,5.954355330972296e-17
-2.484848484848485,1.5151515151515156,3.579954433498635e-21,1.5359742955048436e-10,2.682856150692074e-07,0.004925429814298107,0.002096769221595691,5.580782535524096e-17
-2.484848484848485,1.6363636363636367,3.399579493233485e-21,1.3710833297484605e-10,2.2341234130039773e-07,0.004580539413298484,0.001926323641687611,5.202480739398208e-17
-2.484848484848485,1.7575757575757578,3.215479928296421e-21,1.2132488813538e-10,1.8344348803149534e-07,0.00423607773143556,0.0017582290964197886,4.8237066824305346e-17
-2.484848484848485,1.878787878787879,3.0292792166384497e-21,1.0642461676332406e-10,1.4851927015453932e-07,0.003895704652386222,0.0015943705254545379,4.4484256004102523e-17
-2.484848484848485,2.0,2.842534259271226e-21,9.254233146622345e-11,1.1856286365595213e-07,0.003562730191656817,0.001436384260973395,4.080250254984159e-17
-2.484848484848485,2.121212121212121,2.6567152595199423e-21,7.977097951366063e-11,9.332541317930107e-08,0.0032400719258775224,0.0012856406765025842,3.7223936536624774e-17
-2.484848484848485,2.242424242424242,2.4731884689889123e-21,6.81640771448435e-11,7.243300942693747e-08,0.0029302263880149567,0.0011432367005177664,3.377635860533718e-17
-2.484848484848485,2.3636363636363633,2.2932020210384042e-21,5.773940977622507e-11,5.5431739173443644e-08,0.0026352541494220312,0.0010099974966231863,3.0483047586930195e-17
-2.484848484848485,2.4848484848484844,2.117874975796852e-21,4.8483645521734925e-11,4.1827879405500374e-08,0.002356777826502622,0.0008864862894593572,2.7362701360002515e-17
-2.484848484848485,2.6060606060606055,1.948189606471729e-21,4.0357507938499774e-11,3.1121359241008246e-08,0.002095991842463195,0.0007730210765391742,2.4429500449139834e-17
-2.484848484848485,2.7272727272727266,1.7849868680497765e-21,3.330117525581972e-11,2.2831615047826794e-08,0.001853682455456016,0.0006696968150826185,2.169328047991309e-17
-2.484848484848485,2.8484848484848495,1.6289649090349065e-21,2.7239612616984952e-11,1.6515817573024014e-08,0.0016302563398821704,0.0005764116079522434,1.9159797110227832e-17
-2.484848484848485,2.9696969696969706,1.480680416803539e-21,2.2087595469616295e-11,1.1780097584243344e-08,0.0014257758785929,0.0004928954272880693,1.683106548185585e-17
-2.484848484848485,3.0909090909090917,1.3405525290445773e-21,1.7754240504276865e-11,8.284819788898096e-09,0.0012399992859897897,0.0004187399977135594,1.470575555634614e-17
-2.484848484848485,3.212121212121213,1.2088689985995603e-21,1.4146920208162468e-11,5.7451663914176765e-09,0.0010724237270628516,0.0003534285995612345,1.2779624849129693e-17
-2.484848484848485,3.333333333333334,1.0857942672577289e-21,1.1174493718668172e-11,3.928326018862816e-09,0.0009223297133757755,0.00029636473144266894,1.1045970953231751e-17
-2.484848484848485,3.454545454545455,9.713790855780803e-22,8.749836821366772e-12,2.648486739673043e-09,0.0007888252298051709,0.00024689877532447114,9.496087723432221e-18
-2.484848484848485,3.575757575757576,8.655713100034406e-22,6.791695371472558e-12,1.7606516958761976e-09,0.0006708882601795416,0.00020435202145123042,8.119710931893517e-18
-2.484848484848485,3.6969696969696972,7.682275143770751e-22,5.2259179770265336e-12,1.154076141884348e-09,0.0005674066203969641,0.00016803762193302296,6.9054414608030316e-18
-2.484848484848485,3.8181818181818183,6.791250691117073e-22,3.9861453085012616e-12,7.459004063165701e-10,0.00047721425941566815,0.0001372782397285297,5.8411365234634616e-18
-2.484848484848485,3.9393939393939394,5.979743660860114e-22,3.0140455383934103e-12,4.753490076314981e-10,0.0003991234384623302,0.00011142033579177014,4.91426187029444e-18
-2.484848484848485,4.0606060606060606,5.244308990920158e-22,2.2591893887775678e-12,2.986962061920999e-10,0.0003319524356471397,8.984518566826767e-05,4.1122003247019544e-18
-2.484848484848485,4.181818181818182,4.581069464987068e-22,1.6786556469719246e-12,1.850683652104588e-10,0.00027454863801355345,7.197683476759064e-05,3.422514210539664e-18
-2.484848484848485,4.303030303030303,3.9858264291766137e-22,1.2364505108841357e-12,1.1306287844747186e-10,0.00022580706947296505,5.728728817847777e-05,2.8331612053902834e-18
-2.484848484848485,4.424242424242424,3.454162683298317e-22,9.028134225002021e-13,6.810723577900211e-11,0.0001846845571272349,4.529928746545642e-05,2.332664832776058e-18
-2.484848484848485,4.545454545454545,2.9815362477974037e-22,6.534696511315672e-13,4.045310276068745e-11,0.0001502098584962441,3.558705614650261e-05,1.910242164525195e-18
-2.484848484848485,4.666666666666668,2.563364109809291e-22,4.688770589565774e-13,2.3691676193432046e-11,0.00012149015847388494,2.7775401308997268e-05,1.555892334878758e-18
-2.484848484848485,4.787878787878789,2.1950954284694307e-22,3.3350219165175065e-13,1.368122880125009e-11,9.771439940635759e-05,2.1537545491240937e-05,1.26045018070353e-18
-2.484848484848485,4.90909090909091,1.87227402152655e-22,2.3514976370175154e-13,7.790041849885889e-12,7.815393373965552e-05,1.6592035158703568e-05,1.0156097413138257e-18
-2.484848484848485,5.030303030303031,1.5905902557827747e-22,1.643601569899912e-13,4.373607873897184e-12,6.21609902827226e-05,1.2699034327549458e-05,8.139225108914211e-19
-2.484848484848485,5.151515151515152,1.3459227187206227e-22,1.1388189743807097e-13,2.4211698760136353e-12,4.9165426809730314e-05,9.656268236411746e-06,6.487752767918181e-19
-2.484848484848485,5.272727272727273,1.134370255931761e-22,7.822021187227718e-14,1.3215878825372275e-12,3.867020814068342e-05,7.294835983816844e-06,5.143521417242433e-19
-2.484848484848485,5.3939393939393945,9.522751187089759e-23,5.3258560974916204e-14,7.112990052096795e-13,3.0246004505676856e-05,5.475065616935277e-06,4.055849607128864e-19
-2.484848484848485,5.515151515151516,7.96238080200682e-23,3.5947278303347195e-14,3.774798047521274e-13,2.3525254059928585e-05,4.082542470938415e-06,3.1809596657111746e-19
-2.484848484848485,5.636363636363637,6.631264500515631e-23,2.4051864389644968e-14,1.9752433543088182e-13,1.819597950127157e-05,3.024403142975213e-06,2.4813584811391746e-19
