# {'k0': 0.5, 'sigma0': 188.49555921538757, 'N': 3, 'f_out': 173, 'sigma_out': 125.66370614359172, 'omegap': 1256.6370614359173, 'sigmap': 628.3185307179587}
x,p,wIn1,wIn2,wIn3,wOut,wOutP,wOutS
4.0606060606060606,3.454545454545455,7.750548991454082e-55,7.49141182344053e-27,1.1866806184304236e-18,1.3452493531773684e-05,7.468090395037354e-07,8.710583444472475e-44
4.0606060606060606,3.575757575757576,6.906317979644782e-55,5.814895528429797e-27,7.888773660844764e-19,1.1441216177678893e-05,6.181154064457368e-07,7.448058787697305e-44
4.0606060606060606,3.6969696969696972,6.1296203255386154e-55,4.474312438127477e-27,5.170952035561932e-19,9.676457600958057e-06,5.082731369216904e-07,6.334232140339182e-44
4.0606060606060606,3.8181818181818183,5.418679687078597e-55,3.412847199748576e-27,3.3420803744122835e-19,8.138332162176188e-06,4.152334503145896e-07,5.357965151547166e-44
4.0606060606060606,3.9393939393939394,4.7711853063267965e-55,2.580557425661982e-27,2.129848135150834e-19,6.806584362951841e-06,3.3701954918359724e-07,4.507760388898079e-44
4.0606060606060606,4.0606060606060606,4.184388398300822e-55,1.934266711940344e-27,1.3383378265681547e-19,5.661061315828611e-06,2.717599418011511e-07,3.772044352572249e-44
4.0606060606060606,4.181818181818182,3.655195365927288e-55,1.4372268898205954e-27,8.292170724893483e-20,4.682106552229344e-06,2.177125049270172e-07,3.1394081951491744e-44
4.0606060606060606,4.303030303030303,3.1802561398963632e-55,1.0586208823594579e-27,5.065893836951304e-20,3.8508759947550085e-06,1.7328018174297648e-07,2.598805719780631e-44
4.0606060606060606,4.424242424242424,2.7560462747068446e-55,7.7296837481162925e-28,3.0516119058912133e-20,3.14957954727975e-06,1.370193809905384e-07,2.139709769502654e-44
4.0606060606060606,4.545454545454545,2.3789417644912123e-55,5.594858933588577e-28,1.81254118747855e-20,2.5616538029956884e-06,1.0764223186043866e-07,1.7522293662249776e-44
4.0606060606060606,4.666666666666668,2.0452858632619825e-55,4.0144190285124344e-28,1.0615289303032653e-20,2.0718728424137218e-06,8.401386659833759e-08,1.4271909030636043e-44
4.0606060606060606,4.787878787878789,1.7514474947897852e-55,2.855370120254435e-28,6.130009567939097e-21,1.6664050239618224e-06,6.514586247114296e-08,1.1561873475038095e-44
4.0606060606060606,4.90909090909091,1.4938711101271663e-55,2.0132989403559833e-28,3.490405121364756e-21,1.3328241141260883e-06,5.018689065589491e-08,9.31599797346416e-45
4.0606060606060606,5.030303030303031,1.2691180905379852e-55,1.407214384124969e-28,1.9596381657584506e-21,1.0600831313591576e-06,3.841150534796598e-08,7.465958776854896e-45
4.0606060606060606,5.151515151515152,1.0738999969252224e-55,9.750309752749746e-29,1.0848290545519835e-21,8.384589655025955e-07,2.9207874349915156e-08,5.951094124016108e-45
4.0606060606060606,5.272727272727273,9.051041322158167e-56,6.697037122121685e-29,5.921504919269632e-22,6.59475261729866e-07,2.2065113313146455e-08,4.7180558781872554e-45
4.0606060606060606,5.3939393939393945,7.598120106224383e-56,4.559877190082187e-29,3.187045382358117e-22,5.15810301953845e-07,1.656074838455507e-08,3.720354894568918e-45
4.0606060606060606,5.515151515151516,6.353114186913006e-56,3.0777244330384994e-29,1.6913355141190845e-22,4.0119574795127565e-07,1.2348702894325544e-08,2.9178347345409735e-45
4.0606060606060606,5.636363636363637,5.291028101140341e-56,2.0592660748184146e-29,8.85027276191355e-23,3.103111909916978e-07,9.148087524164942e-09,2.2761036687011903e-45
4.0606060606060606,5.757575757575758,4.389008028207692e-56,1.3658447690054144e-29,4.5663469957828153e-23,2.3867853400196124e-07,6.7329729028734876e-09,1.7659500566027604e-45
4.0606060606060606,5.878787878787879,3.626315468519384e-56,8.980414221820162e-30,2.3230926574418688e-23,1.825593547518035e-07,4.9232400119814134e-09,1.3627614024140297e-45
4.0606060606060606,6.0,2.9842670922342107e-56,5.8532562912737055e-30,1.1653315940746458e-23,1.3885759190444517e-07,3.5765371184738635e-09,1.0459628538981813e-45
4.181818181818182,-6.0,1.856770228329431e-59,2.0317665133569257e-31,1.4483747098117572e-24,9.360372410648741e-08,2.039046224577938e-09,3.143152907820646e-48
4.181818181818182,-5.878787878787879,2.2562439595299277e-59,3.117257127314049e-31,2.887340110485873e-24,1.230630262334194e-07,2.806825045172572e-09,4.095143005031e-48
4.181818181818182,-5.757575757575758,2.7307808539930807e-59,4.741083468779823e-31,5.675450265440095e-24,1.6089289278640605e-07,3.838585347507298e-09,5.3067382219075675e-48
4.181818181818182,-5.636363636363637,3.29200542438609e-59,7.148068775231365e-31,1.0999883044851474e-23,2.0918037473046888e-07,5.215484338721642e-09,6.839766668688793e-48
4.181818181818182,-5.515151515151516,3.9528208819291625e-59,1.0683313918289595e-30,2.1021377922922898e-23,2.7044553768273174e-07,7.040211014461241e-09,8.76818970791606e-48
4.181818181818182,-5.393939393939394,4.727446561744103e-59,1.5828122533505457e-30,3.9611351432510425e-23,3.4770706112055265e-07,9.441571651889222e-09,1.1179789283537385e-47
4.181818181818182,-5.2727272727272725,5.631434299595792e-59,2.324657436189958e-30,7.359757525416072e-23,4.445514257261137e-07,1.25797061530999e-08,1.417791367782966e-47
4.181818181818182,-5.151515151515151,6.681659117183673e-59,3.38450118441397e-30,1.3483192037968847e-22,5.652041102334805e-07,1.6651918866860413e-08,1.788323431458727e-47
4.181818181818182,-5.03030303030303,7.896279434496029e-59,4.8846845593312584e-30,2.4356074906904406e-22,7.146006753881157e-07,2.1899069509320956e-08,2.243545260874521e-47
4.181818181818182,-4.909090909090909,9.294662027616754e-59,6.988508899722545e-30,4.338176816356291e-22,8.98455021076441e-07,2.8612422162942676e-08,2.7994881472526486e-47
4.181818181818182,-4.787878787878788,1.0897267115501918e-58,9.911483633856921e-30,7.618905103278527e-22,1.1233214833505524e-06,3.7140793040431257e-08,3.474381150103247e-47
4.181818181818182,-4.666666666666666,1.2725489314311716e-58,1.3934742896657934e-29,1.3193597978484937e-21,1.396646818263095e-06,4.789777145459469e-08,4.288755781585605e-47
4.181818181818182,-4.545454545454545,1.4801450764012586e-58,1.9420723205249504e-29,2.2527826669976328e-21,1.7268075338433605e-06,6.136871482374782e-08,5.265507094341701e-47
4.181818181818182,-4.424242424242424,1.7147743525003112e-58,2.6831069436811817e-29,3.792806726537735e-21,2.1231275218850396e-06,7.811714019676717e-08,6.429898498631763e-47
4.181818181818182,-4.303030303030303,1.9787119371411564e-58,3.6746562120044543e-29,6.296330206217224e-21,2.595870555132416e-06,9.879005548472064e-08,7.809496986003452e-47
4.181818181818182,-4.181818181818182,2.274212637281209e-58,4.9888631584218493e-29,1.0306225651518501e-20,3.156202004811103e-06,1.2412169831031075e-07,9.434025272162919e-47
4.181818181818182,-4.0606060606060606,2.603469314777535e-58,6.714174363217977e-29,1.6634017914231278e-20,3.816114151838224e-06,1.5493508524178563e-07,1.1335117811334855e-46
4.181818181818182,-3.9393939393939394,2.968566337002414e-58,8.9575612314657e-29,2.647159135114447e-20,4.5883097645515184e-06,1.9214072624108735e-07,1.3545968789731946e-46
4.181818181818182,-3.8181818181818183,3.3714284978053004e-58,1.1846583013955558e-28,4.1538260157622227e-20,5.486039243137032e-06,2.3673183616886943e-07,1.6100862170509288e-46
4.181818181818182,-3.696969696969697,3.813766053661926e-58,1.5531112477744666e-28,6.42690560527078e-20,6.522887623108822e-06,2.897753851179933e-07,1.9034576702717372e-46
4.181818181818182,-3.5757575757575757,4.297016726602735e-58,2.0184508289763877e-28,9.804848954489683e-20,7.71250910987354e-06,3.5239837980612036e-07,2.2381662550368894e-46
4.181818181818182,-3.4545454545454546,4.822285732396167e-58,2.600398636793774e-28,1.4749091203720452e-19,9.068308587397753e-06,4.2576886581581247e-07,2.6175590825497137e-46
4.181818181818182,-3.333333333333333,5.390285091631918e-58,3.3209920168941345e-28,2.187635598179667e-19,1.0603071687100373e-05,5.110712898770968e-07,3.0447782746220812e-46
4.181818181818182,-3.212121212121212,6.001273664249884e-58,4.204379210170193e-28,3.199411264487954e-19,1.23285474728732e-05,6.094760647731059e-07,3.522653125125845e-46
4.181818181818182,-3.090909090909091,6.654999505669122e-58,5.276453006745214e-28,4.613712458606868e-19,1.4254990520885797e-05,7.22103435563487e-07,4.053583448611686e-46
4.181818181818182,-2.9696969696969697,7.350646265912761e-58,6.5642999203122105e-28,6.560188920567539e-19,1.6390672046255326e-05,8.499820493902687e-07,4.6394167370957325e-46
4.181818181818182,-2.8484848484848486,8.086785433246481e-58,8.09544828802116e-28,9.197452116321029e-19,1.874137262352076e-05,9.940029724261303e-07,5.2813224146964756e-46
4.181818181818182,-2.727272727272727,8.861336252868276e-58,9.896908080319758e-28,1.2714640689883257e-18,2.1309871811874065e-05,1.1548702622095473e-06,5.979667101260873e-46
4.181818181818182,-2.606060606060606,9.671535122356822e-58,1.1994007519248341e-27,1.7331095487608234e-18,2.4095452460133754e-05,1.3330495729566331e-06,6.733895330916979e-46
4.181818181818182,-2.484848484848485,1.051391617383467e-57,1.4409046510860421e-27,2.3293422578589218e-18,2.7093439452920227e-05,1.5287166229494395e-06,7.54242057929123e-46
4.181818181818182,-2.3636363636363633,1.1384304595125954e-57,1.7159803723964735e-27,3.0869241835467416e-18,3.0294793992684048e-05,1.7417076615666887e-06,8.402531695034125e-46
4.181818181818182,-2.242424242424242,1.2277824018039918e-57,2.025795188007516e-27,4.0337036474259515e-18,3.368578502999764e-05,1.9714743124941553e-06,9.31031987254025e-46
4.181818181818182,-2.121212121212121,1.318891901342329e-57,2.3707453135180404e-27,5.1971754662299116e-18,3.72477590206875e-05,2.217045313253627e-06,1.0260631115408323e-45
4.181818181818182,-2.0,1.41113933847706e-57,2.7503021770970064e-27,6.6026174994245265e-18,4.095702770506252e-05,2.47699769618789e-06,1.1247048705811041e-45
4.181818181818182,-1.878787878787879,1.503846455284417e-57,3.162875308449688e-27,8.27085228786048e-18,4.478489102323045e-05,2.7494398440041903e-06,1.2261909506867822e-45
4.181818181818182,-1.7575757575757578,1.5962833883542605e-57,3.60570237088284e-27,1.0215738274903111e-17,4.8697808611356325e-05,3.0320085923602264e-06,1.3296356990253443e-45
4.181818181818182,-1.6363636363636367,1.6876772343323131e-57,4.074776815153949e-27,1.2441553693725747e-17,5.265772864134639e-05,3.3218821399080037e-06,1.4340432721149903e-45
4.181818181818182,-1.5151515151515147,1.7772220386045372e-57,4.5648228026693395e-27,1.4940490152465153e-17,5.662257721226298e-05,3.615809969827007e-06,1.5383206683684744e-45
4.181818181818182,-1.3939393939393936,1.8640900499005357e-57,5.069325376121348e-27,1.769051353513934e-17,6.0546905281799034e-05,3.910160303985553e-06,1.6412945342591744e-45
4.181818181818182,-1.2727272727272725,1.9474440381881762e-57,5.580621365689587e-27,2.0653868225336143e-17,6.438268350403186e-05,4.200984829815824e-06,1.7417314773730324e-45
4.181818181818182,-1.1515151515151514,2.026450431827424e-57,6.090053304201582e-27,2.377648935699913e-17,6.808022862522379e-05,4.4840995986682705e-06,1.838361462946718e-45
4.181818181818182,-1.0303030303030303,2.1002929942767306e-57,6.588184859549068e-27,2.6988542199397778e-17,7.158923862281208e-05,4.755180138387656e-06,1.929903721279468e-45
4.181818181818182,-0.9090909090909092,2.168186732297836e-57,7.065072222510204e-27,3.0206227540992303e-17,7.485990790537539e-05,5.009868002687822e-06,2.0150944595989086e-45
4.181818181818182,-0.7878787878787881,2.2293917079497974e-57,7.51058181282975e-27,3.333488181561351e-17,7.784408896469283e-05,5.243885247845458e-06,2.0927155611919678e-45
4.181818181818182,-0.6666666666666661,2.283226416794174e-57,7.914740916332035e-27,3.6273270704679344e-17,8.049646319432721e-05,5.453152733509577e-06,2.1616233737103277e-45
4.181818181818182,-0.545454545454545,2.3290803953728786e-57,8.268104772060702e-27,3.8918839464962565e-17,8.277568141835515e-05,5.633907733409171e-06,2.220776643091474e-45
4.181818181818182,-0.42424242424242387,2.3664257325139904e-57,8.562121490177727e-27,4.1173559410916084e-17,8.464543419256415e-05,5.782816148347874e-06,2.2692626433984113e-45
4.181818181818182,-0.30303030303030276,2.3948271812777914e-57,8.789475234203138e-27,4.2949915285010216e-17,8.607541324507589e-05,5.8970746604693975e-06,2.306320587995778e-45
4.181818181818182,-0.18181818181818166,2.413950600853219e-57,8.944388489814222e-27,4.417652772369968e-17,8.704212851348985e-05,5.974498461937e-06,2.3313614835913907e-45
4.181818181818182,-0.06060606060606055,2.4235694995144008e-57,9.022866001293648e-27,4.48029086963142e-17,8.752955001040614e-05,6.013590724492496e-06,2.3439837032911136e-45
4.181818181818182,0.06060606060606055,2.4235694995144008e-57,9.022866001293648e-27,4.48029086963142e-17,8.752955001040614e-05,6.013590724492496e-06,2.3439837032911136e-45
4.181818181818182,0.18181818181818166,2.413950600853219e-57,8.944388489814222e-27,4.417652772369968e-17,8.704212851348985e-05,5.974498461937e-06,2.3313614835913907e-45
4.181818181818182,0.30303030303030276,2.3948271812777914e-57,8.789475234203138e-27,4.2949915285010216e-17,8.607541324507589e-05,5.8970746604693975e-06,2.306320587995778e-45
4.181818181818182,0.42424242424242475,2.3664257325139904e-57,8.562121490177727e-27,4.1173559410916084e-17,8.464543419256415e-05,5.782816148347874e-06,2.2692626433984113e-45
4.181818181818182,0.5454545454545459,2.3290803953728786e-57,8.268104772060702e-27,3.8918839464962565e-17,8.277568141835515e-05,5.633907733409171e-06,2.220776643091474e-45
4.181818181818182,0.666666666666667,2.283226416794174e-57,7.914740916332035e-27,3.6273270704679344e-17,8.049646319432721e-05,5.453152733509577e-06,2.1616233737103277e-45
4.181818181818182,0.7878787878787881,2.2293917079497974e-57,7.51058181282975e-27,3.333488181561351e-17,7.784408896469283e-05,5.243885247845458e-06,2.0927155611919678e-45
4.181818181818182,0.9090909090909092,2.168186732297836e-57,7.065072222510204e-27,3.0206227540992303e-17,7.485990790537539e-05,5.009868002687822e-06,2.0150944595989086e-45
4.181818181818182,1.0303030303030303,2.1002929942767306e-57,6.588184859549068e-27,2.6988542199397778e-17,7.158923862281208e-05,4.755180138387656e-06,1.929903721279468e-45
4.181818181818182,1.1515151515151514,2.026450431827424e-57,6.090053304201582e-27,2.377648935699913e-17,6.808022862522379e-05,4.4840995986682705e-06,1.838361462946718e-45
4.181818181818182,1.2727272727272734,1.9474440381881762e-57,5.580621365689587e-27,2.0653868225336143e-17,6.438268350403186e-05,4.200984829815824e-06,1.7417314773730324e-45
4.181818181818182,1.3939393939393945,1.8640900499005357e-57,5.069325376121348e-27,1.769051353513934e-17,6.0546905281798986e-05,3.910160303985553e-06,1.6412945342591744e-45
4.181818181818182,1.5151515151515156,1.7772220386045372e-57,4.5648228026693395e-27,1.4940490152465153e-17,5.6622577212262925e-05,3.615809969827007e-06,1.5383206683684744e-45
4.181818181818182,1.6363636363636367,1.6876772343323131e-57,4.074776815153949e-27,1.2441553693725747e-17,5.265772864134639e-05,3.3218821399080037e-06,1.4340432721149903e-45
4.181818181818182,1.7575757575757578,1.5962833883542605e-57,3.60570237088284e-27,1.0215738274903111e-17,4.8697808611356325e-05,3.0320085923602264e-06,1.3296356990253443e-45
4.181818181818182,1.878787878787879,1.503846455284417e-57,3.162875308449688e-27,8.27085228786048e-18,4.478489102323045e-05,2.7494398440041903e-06,1.2261909506867822e-45
4.181818181818182,2.0,1.41113933847706e-57,2.7503021770970064e-27,6.6026174994245265e-18,4.095702770506252e-05,2.47699769618789e-06,1.1247048705811041e-45
4.181818181818182,2.121212121212121,1.318891901342329e-57,2.3707453135180404e-27,5.1971754662299116e-18,3.72477590206875e-05,2.217045313253627e-06,1.0260631115408323e-45
4.181818181818182,2.242424242424242,1.2277824018039918e-57,2.025795188007516e-27,4.0337036474259515e-18,3.368578502999764e-05,1.9714743124941553e-06,9.31031987254025e-46
4.181818181818182,2.3636363636363633,1.1384304595125954e-57,1.7159803723964735e-27,3.0869241835467416e-18,3.0294793992684048e-05,1.7417076615666887e-06,8.402531695034125e-46
4.181818181818182,2.4848484848484844,1.051391617383467e-57,1.4409046510860421e-27,2.3293422578589218e-18,2.7093439452920227e-05,1.528716622949442e-06,7.54242057929123e-46
4.181818181818182,2.6060606060606055,9.671535122356822e-58,1.1994007519248341e-27,1.7331095487608234e-18,2.4095452460133754e-05,1.3330495729566354e-06,6.733895330916979e-46
4.181818181818182,2.7272727272727266,8.861336252868276e-58,9.896908080319828e-28,1.2714640689883257e-18,2.1309871811874102e-05,1.1548702622095473e-06,5.979667101260873e-46
4.181818181818182,2.8484848484848495,8.086785433246481e-58,8.09544828802116e-28,9.197452116321029e-19,1.8741372623520726e-05,9.940029724261286e-07,5.2813224146964756e-46
4.181818181818182,2.9696969696969706,7.350646265912761e-58,6.5642999203122105e-28,6.560188920567539e-19,1.6390672046255326e-05,8.499820493902687e-07,4.6394167370957325e-46
4.181818181818182,3.0909090909090917,6.654999505668933e-58,5.276453006745214e-28,4.613712458606868e-19,1.4254990520885797e-05,7.22103435563487e-07,4.053583448611686e-46
4.181818181818182,3.212121212121213,6.001273664249884e-58,4.204379210170193e-28,3.1994112644879315e-19,1.2328547472873178e-05,6.094760647731049e-07,3.522653125125795e-46
4.181818181818182,3.333333333333334,5.390285091631918e-58,3.3209920168941345e-28,2.187635598179667e-19,1.0603071687100353e-05,5.110712898770968e-07,3.0447782746220812e-46
4.181818181818182,3.454545454545455,4.822285732396167e-58,2.600398636793774e-28,1.4749091203720452e-19,9.068308587397736e-06,4.2576886581581173e-07,2.6175590825497137e-46
4.181818181818182,3.575757575757576,4.297016726602735e-58,2.0184508289763877e-28,9.804848954489683e-20,7.712509109873527e-06,3.523983798061197e-07,2.2381662550368894e-46
4.181818181818182,3.6969696969696972,3.813766053661818e-58,1.5531112477744666e-28,6.42690560527078e-20,6.52288762310881e-06,2.8977538511799283e-07,1.9034576702717372e-46
4.181818181818182,3.8181818181818183,3.3714284978053004e-58,1.1846583013955558e-28,4.1538260157622227e-20,5.486039243137032e-06,2.3673183616886943e-07,1.6100862170509288e-46
4.181818181818182,3.9393939393939394,2.968566337002414e-58,8.9575612314657e-29,2.647159135114447e-20,4.5883097645515184e-06,1.9214072624108735e-07,1.3545968789731946e-46
4.181818181818182,4.0606060606060606,2.603469314777535e-58,6.714174363217977e-29,1.6634017914231278e-20,3.816114151838224e-06,1.5493508524178563e-07,1.1335117811334855e-46
4.181818181818182,4.181818181818182,2.274212637281209e-58,4.9888631584218493e-29,1.0306225651518501e-20,3.156202004811103e-06,1.2412169831031075e-07,9.434025272162919e-47
4.181818181818182,4.303030303030303,1.9787119371411564e-58,3.6746562120044543e-29,6.296330206217224e-21,2.595870555132416e-06,9.879005548472064e-08,7.809496986003452e-47
4.181818181818182,4.424242424242424,1.7147743525003112e-58,2.6831069436811817e-29,3.792806726537735e-21,2.1231275218850396e-06,7.811714019676717e-08,6.429898498631763e-47
4.181818181818182,4.545454545454545,1.4801450764012586e-58,1.9420723205249504e-29,2.2527826669976328e-21,1.7268075338433605e-06,6.136871482374782e-08,5.265507094341701e-47
4.181818181818182,4.666666666666668,1.2725489314311716e-58,1.3934742896657934e-29,1.319359797848475e-21,1.39664681826309e-06,4.7897771454594516e-08,4.288755781585544e-47
4.181818181818182,4.787878787878789,1.0897267115501918e-58,9.911483633856921e-30,7.618905103278527e-22,1.1233214833505524e-06,3.7140793040431257e-08,3.474381150103247e-47
4.181818181818182,4.90909090909091,9.294662027616754e-59,6.988508899722545e-30,4.33817681635626e-22,8.984550210764394e-07,2.8612422162942676e-08,2.7994881472526486e-47
4.181818181818182,5.030303030303031,7.896279434496029e-59,4.8846845593312584e-30,2.4356074906904237e-22,7.146006753881157e-07,2.1899069509320877e-08,2.243545260874521e-47
4.181818181818182,5.151515151515152,6.681659117183673e-59,3.38450118441397e-30,1.3483192037968847e-22,5.652041102334805e-07,1.6651918866860354e-08,1.788323431458727e-47
4.181818181818182,5.272727272727273,5.631434299595792e-59,2.324657436189958e-30,7.359757525416072e-23,4.4455142572611293e-07,1.2579706153099855e-08,1.417791367782946e-47
4.181818181818182,5.3939393939393945,4.727446561744103e-59,1.5828122533505457e-30,3.961135143251014e-23,3.4770706112055207e-07,9.441571651889187e-09,1.1179789283537385e-47
4.181818181818182,5.515151515151516,3.9528208819291625e-59,1.0683313918289595e-30,2.1021377922922898e-23,2.7044553768273174e-07,7.040211014461241e-09,8.76818970791606e-48
4.181818181818182,5.636363636363637,3.29200542438609e-59,7.148068775231365e-31,1.0999883044851474e-23,2.0918037473046888e-07,5.215484338721642e-09,6.839766668688793e-48
4.181818181818182,5.757575757575758,2.7307808539930807e-59,4.741083468779823e-31,5.675450265440095e-24,1.6089289278640605e-07,3.838585347507298e-09,5.3067382219075675e-48
4.181818181818182,5.878787878787879,2.2562439595299277e-59,3.117257127314049e-31,2.887340110485873e-24,1.230630262334194e-07,2.806825045172572e-09,4.095143005031e-48
4.181818181818182,6.0,1.856770228329431e-59,2.0317665133569257e-31,1.4483747098117572e-24,9.360372410648741e-08,2.039046224577938e-09,3.143152907820646e-48
4.303030303030303,-6.0,9.297842417460874e-63,6.38885287174982e-33,1.693081930169119e-25,6.237047940257562e-08,1.1434413309343264e-09,7.962214116294108e-51
4.303030303030303,-5.878787878787879,1.129822121821271e-62,9.802158377400284e-33,3.375164820401707e-25,8.199994194865734e-08,1.573990685775771e-09,1.0373789121671796e-50
4.303030303030303,-5.757575757575758,1.3674481456917297e-62,1.490825079338161e-32,6.634334488786461e-25,1.0720691886296293e-07,2.1525736325900448e-09,1.3442994095774668e-50
4.303030303030303,-5.636363636363637,1.6484833290819903e-62,2.247697234001982e-32,1.2858346041979836e-24,1.3938206388783576e-07,2.9247009125403293e-09,1.732645159772144e-50
4.303030303030303,-5.515151515151516,1.9793890005277134e-62,3.359348643555429e-32,2.4573002322846935e-24,1.8020455915161896e-07,3.947957704637298e-09,2.221152006095711e-50
4.303030303030303,-5.393939393939394,2.3672855422510203e-62,4.977124361377333e-32,4.6303807216213e-24,2.3168582554555097e-07,5.2945750447529235e-09,2.832056812415641e-50
4.303030303030303,-5.2727272727272725,2.8199605908715593e-62,7.309843054996604e-32,8.603210476056798e-24,2.962156239648431e-07,7.054355008278763e-09,3.591539697109008e-50
4.303030303030303,-5.151515151515151,3.345864373033356e-62,1.0642502457508308e-31,1.5761217484563986e-23,3.7660949553101385e-07,9.337940475417365e-09,4.530169065281979e-50
4.303030303030303,-5.03030303030303,3.954089781600869e-62,1.5359801812519196e-31,2.847110629271126e-23,4.7615612659445617e-07,1.2280398984649976e-08,5.683333986785215e-50
4.303030303030303,-4.909090909090909,4.654334798016006e-62,2.19752392116515e-31,5.071124708195222e-23,5.986628301502068e-07,1.6045063463934956e-08,7.091644822303054e-50
4.303030303030303,-4.787878787878788,5.4568449490961305e-62,3.116648013498588e-31,8.906141808918198e-23,7.484969226233022e-07,2.0827540501146605e-08,8.801279304581887e-50
4.303030303030303,-4.666666666666666,6.3723336643547325e-62,4.381754575987977e-31,1.5422695646344086e-22,9.306203619852963e-07,2.6859759666393245e-08,1.0864247724160487e-49
4.303030303030303,-4.545454545454545,7.411878683417679e-62,6.106811112676307e-31,2.6333970071789184e-22,1.1506146229744419e-06,3.441389611965277e-08,1.3338547676665107e-49
4.303030303030303,-4.424242424242424,8.586793060224919e-62,8.436981016104595e-31,4.433612717636838e-22,1.4146924455925015e-06,4.38059548031402e-08,1.6288176265545351e-49
4.303030303030303,-4.303030303030303,9.908469825929944e-62,1.1554889667892533e-30,7.360113944484677e-22,1.7296928357941039e-06,5.539876005013404e-08,1.9782966011102225e-49
4.303030303030303,-4.181818181818182,1.138820000591218e-61,1.5687389523803556e-30,1.2047493166391595e-21,2.1030555569294462e-06,6.960405222944265e-08,2.3898210299788944e-49
4.303030303030303,-4.0606060606060606,1.30369644332759e-61,2.1112599247932816e-30,1.9444384775508034e-21,2.5427713627540085e-06,8.688335651339185e-08,2.8714045321404745e-49
4.303030303030303,-3.9393939393939394,1.4865200651165567e-61,2.816688847921327e-30,3.094404554003097e-21,3.0573044223863636e-06,1.077472619755214e-07,3.4314558368484425e-49
4.303030303030303,-3.8181818181818183,1.688254713268102e-61,3.72513649632322e-30,4.855627290860037e-21,3.655483805607314e-06,1.3275273633362028e-07,4.07865973492913e-49
4.303030303030303,-3.696969696969697,1.909756804745519e-61,4.883730089190515e-30,7.51275044605058e-21,4.346361558003733e-06,1.6249810722162982e-07,4.821826356043997e-49
4.303030303030303,-3.5757575757575757,2.151746283927236e-61,6.346981944241839e-30,1.1461407383343297e-20,5.139035814774867e-06,1.9761536916997376e-07,5.669707924844209e-49
4.303030303030303,-3.4545454545454546,2.4147765915080386e-61,8.176906248407921e-30,1.7240994084107603e-20,6.0424385820701686e-06,2.3875953018161836e-07,6.630783321248601e-49
4.303030303030303,-3.333333333333333,2.6992042743099283e-61,1.0442799034588193e-29,2.5572431470818173e-20,7.065089242731232e-06,2.8659479557426473e-07,7.71301214740804e-49
4.303030303030303,-3.212121212121212,3.0051589573609585e-61,1.3220594007350146e-29,3.7399613251933324e-20,8.214816488986474e-06,3.4177750081218836e-07,8.923561551808864e-49
4.303030303030303,-3.090909090909091,3.332514478523466e-61,1.6591710574607316e-29,5.3932129177253556e-20,9.498453198885058e-06,4.049358486730094e-07,1.0268510728767196e-48
4.303030303030303,-2.9696969696969697,3.680862047666791e-61,2.0641321786341682e-29,7.668552374372973e-20,1.0921510687890345e-05,4.766466763284239e-07,1.1752539732814885e-48
4.303030303030303,-2.8484848484848486,4.04948633250078e-61,2.545598999836485e-29,1.0751389040590773e-19,1.2487840695969512e-05,5.574096693069684e-07,1.3378610941379076e-48
4.303030303030303,-2.727272727272727,4.437345387718295e-61,3.1120647571814336e-29,1.486281709753986e-19,1.4199295312246058e-05,6.476196438119959e-07,1.514765307342648e-48
4.303030303030303,-2.606060606060606,4.84305532965802e-61,3.771493864052909e-29,2.0259235680743779e-19,1.6055396681127953e-05,7.47537725986803e-07,1.7058259026491374e-48
4.303030303030303,-2.484848484848485,5.264880612754191e-61,4.530898485377032e-29,2.722891568904065e-19,1.8053029657461814e-05,8.572624538360102e-07,1.9106409827544607e-48
4.303030303030303,-2.3636363636363633,5.700730685082746e-61,5.395869091246122e-29,3.608469216950326e-19,2.0186171466601073e-05,9.767020004917036e-07,2.1285237605954532e-48
4.303030303030303,-2.242424242424242,6.1481636880703743e-61,6.370076147723745e-29,4.715209890679326e-19,2.2445672770272214e-05,1.1055488515213834e-06,2.3584840601265322e-48
4.303030303030303,-2.121212121212121,6.604397720971339e-61,7.45476554755894e-29,6.075253737988711e-19,2.4819104250050643e-05,1.24325834950268e-06,2.599216274394898e-48
4.303030303030303,-2.0,7.066330016527936e-61,8.648275206236359e-29,7.718149387976435e-19,2.7290681831881036e-05,1.3890325331082666e-06,2.8490949246929223e-48
4.303030303030303,-1.878787878787879,7.530564174260785e-61,9.945603918822707e-29,9.668237411777626e-19,2.9841281955120365e-05,1.5418106351182682e-06,3.1061787902644074e-48
4.303030303030303,-1.7575757575757578,7.99344537739708e-61,1.1338065567794465e-28,1.194171767803345e-18,3.244855584474191e-05,1.7002674576297595e-06,3.3682243412232635e-48
4.303030303030303,-1.6363636363636367,8.451103285125477e-61,1.2813061631881807e-28,1.4543591240152074e-18,3.508714862535997e-05,1.8628206116561192e-06,3.632708913460886e-48
4.303030303030303,-1.5151515151515147,8.899502051285465e-61,1.4354002332520856e-28,1.7464730455212247e-18,3.772902541484922e-05,2.0276472963041296e-06,3.896863722599832e-48
4.303030303030303,-1.3939393939393936,9.334496682190925e-61,1.5940401504873891e-28,2.067937847772114e-18,4.0343902390806864e-05,2.1927109097692332e-06,4.15771643726232e-48
