# {'k0': 0.5, 'sigma0': 188.49555921538757, 'N': 3, 'sigma_out': 125.66370614359172, 'omegap': 1256.6370614359173, 'sigmap': 628.3185307179587}
fOut,sqx,sqp
170,-0.8716177560607269,0.8316149904418133
171,-0.8745199182326702,0.8367400643967122
172,-0.8773241711072701,0.8419100825642138
173,-0.8800315757136652,0.8470853582130377
174,-0.8826433743413121,0.852209169999483
175,-0.8851609185545695,0.8572021096854939
